index,psraid,sample,int_date,lang,usr,cregion,state,form,sex,q1,q3,eminuse,intmob,intfreq,home4nw,bbhome1,bbhome2,bbhome3a,bbhome3b,bbhome3c,bbhome3d,bbhome3e,device1a,smart1,q4,bbsmart1,bbsmart2,bbsmart3a,bbsmart3b,bbsmart3c,bbsmart3d,bbsmart3e,bbsmart3f,bbsmart4,cable1,cable2,cable3a,cable3b,cable3c,act19,act87a,act87b,act137,q5a,q5b,q5c,q5d,q5e,q5f,date1a,date2a,date3a,date3b,date4a,date4b,date4c,date4d,date4e,date4f,game1,game2a,game2b,game2c,game2d,game2e,game2f,game3a,game3b,game4,emplnw,emptype1,emptype2,emptype3,stud,job1a,job1b,job1c,job1d,job1e,job1f,job2,job3a,job3b,job3c,job3d,job3e,job3f,job3g,job3h,job4,smjob1,smjob2a,smjob2b,smjob2c,smjob2d,smjob2e,smjob3,smjob4a,smjob4b,smjob4c,smjob4d,smjob4e,snsjob1a,snsjob1b,snsjob1c,snsjob2a,snsjob2b,job5a,job5b,job5c,job5d,auto1a,auto1b,auto1c,auto1d,auto1e,auto2,auto3,age,marital,hh1,par,kidage1,kidage2,kidage3,educ2,edinst,disa,party,partyln,ideo,hisp,birth_hisp,race,inc,ql1a,qc1,zipcode,weight,standwt
53,100289,1,61115,1,S,1,34,2,2,2,3,1,2,3,1,8, ,3,3,3,3,3,1,2,4,2,2,1,1, ,1,8,8,8,1, , , , ,2, ,2,2, , , ,2,2,2,2, ,2,2,2,2,1,1,2,1,2,2,2,8,3,8,2,1,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,75,1,4,2, , , ,5, ,1,3,1,2,2, ,1,98, , ,7733,2.87096774193548,0.916624482694106
54,100298,1,61115,1,S,1,34,2,2,2,3,1,1,1,1,2, ,2,1,8,2,3,1,1, , , , , , , , , , ,1, , , , ,1, ,1,1, , , ,1,2,1,1,2,1,2,1,1,2,2,2,1,2,8,1,8,8,8,3,1,2, ,1,3,2,1,3,1,1,1,1,1,1,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,1,2,1,4,4,4,4,4,2,3,37,6,1,1,1,0,0,6, ,2,3,9,3,2, ,1,7, , ,7083,3.32258064516129,1.06081260356734
55,100300,1,62215,1,R,3,22,1,2,1,4,2,2, , , , ,3,3,1,2,3,1,2,2,2,1,1,1, ,2,2,2,2,2,1,2,1,2, , , , ,2,2,2, , , , , ,1,2,1,1,2,2,1,2,2,3,1,3,3,3,3,1,2, ,4, , , ,3,4,4,1,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,56,3,1,2, , , ,3, ,1,1, ,3,2, ,1,1, , ,71457,1.7741935483871,0.566453332001975
56,100301,1,61115,1,S,3,54,1,1,1,2,1,1,2,1,2, ,2,2,2,2,2,1,1, , , , , , , , , , ,1, , , , ,2,1, ,2,2,2,1, , , ,2,2,1,2,1,1,2,1,2,1,2,8,1,8,2,8,3,1,1, ,1,3,2,2,3,1,1,1,1,1,1,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,1,4,4,4,4,4,1,1,61,1,2,2, , , ,5, ,2,3,1,1,2, ,1,9, , ,25090,2.2258064516129,0.710641452875205
57,100307,1,61115,1,U,3,21,2,2,4,4,1,2,4,1,2, ,3,3,3,3,3,2, , , , , , , , , , , ,1, , , , ,2, ,2,2, , , , , , ,2, ,2,2,1,2,1,1,2,1,2,3,2,3,3,3,3,1,2, ,1,6,2,5,3,2,3,2,3,3,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,1,2,3,3,3,4,1,3,60,5,2,2, , , ,3, ,2,2, ,2,2, ,1,3,2, ,42301,7.16129032258065,2.28641163098979
58,100308,1,61115,1,R,2,26,2,2,2,2,2,2, , , , ,3,3,3,3,3,2, , ,2,2,2,2, ,1,2,1,4,2,2,2,2,2, , , , , , , , , , , , ,2,2,1,1,1,1,2,1,2,8,1,8,2,8,2,1,1, ,8, , , ,3,8,8,1,1,8,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,27,1,2,1,3,2,0,1, ,2,8,8,8,2, ,1,5,2, ,49091,7.16129032258065,2.28641163098979
59,100310,1,61115,1,S,1,42,2,2,1,1,1,1,2,1,2, ,3,2,2,2,2,1,1, , , , , , , , , , ,1, , , , ,1, ,1,1, , , ,2,1,1,2,2,2,1,2,9,2,8,8,1,1,3,2,2,3,8,2,8,1,2,1,3,2,2,3,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,3,1,1,1,2,2,1,1,2,2,2,2,2,1,1,1,1,2,2,1,1,2,4,4,4,4,4,2,1,43,1,2,1,0,1,1,8, ,2,2, ,4,2, ,3,9, , ,16046,2.96774193548387,0.947521937166941
60,100316,1,61115,1,S,3,47,1,2,1,4,2,2, , , , ,3,2,8,1,3,1,1, ,9,9,9,9,9,1,9,8, ,1, , , , , , , , ,2,2,2, , , , ,2,2,2,2,2,1,8,2,1,2,3,1,2,8,8,3,1,1, ,4, , , ,3,4,2,4,4,4,2,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,72,1,2,1,0,0,1,3, ,2,1, ,1,2, ,1,5, , ,38135,2.2258064516129,0.710641452875205
61,100320,1,61115,1,S,2,29,1,2,2,2,1,1,4,1,2, ,2,1,3,8,3,1,2,1, , , , , , , , , ,1, , , , ,2,2, ,2,2,2,2, , , ,2, ,1,2,1,8,2,9,8,8,2,9,9,9,9,9,9,1,8, ,4, , , ,3,3,1,2,3,3,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,99,9,9,2, , , ,99, ,1,2, ,4,9, ,9,99, , ,63040,1.0,0.319273696219295
62,100324,1,61115,1,R,2,27,2,1,2,3,1,1,3,1,2, ,2,2,2,2,2,1,2,1, , , , , , , , , ,2,2,1,1,1,2, ,2,2, , , ,2,2,2,2, ,2,2,1,1,2,2,1,1,2,2,3,3,2,3,3,1,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,69,1,2,2, , , ,6, ,2,2, ,1,2, ,1,4, , ,55614,1.0,0.319273696219295
63,100333,1,61115,1,S,2,39,2,1,1,3,2,2, , , , ,2,1,2,2,9,1,2,1,2,2,2,9, ,2,2,2, ,1, , , , , , , , , , , ,2,2,2, , ,2,2,1,1,2,1,1,1,2,3,1,1,3,3,3,2,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,70,1,2,2, , , ,3, ,2,3,9,1,2, ,1,5, , ,44017,3.61290322580645,1.15350496698584
64,100335,1,61115,1,S,1,34,1,1,2,2,1,1,2,1,2, ,3,3,3,3,1,1,1, , , , , , , , , , ,1, , , , ,1,1, ,1,2,1,1, , , ,2,2,2,1,1,8,2,2,8,1,2,2,1,8,2,8,8,1,2, ,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,8,2, , , , , , , , , , , ,1,1,2,1,2,2,1,1,1,2,1,2,1,2,2,2,45,1,2,1,0,1,1,8, ,2,2, ,5,2, ,9,9, , ,7023,3.29032258064516,1.05051345207639
65,100346,1,61115,1,S,3,1,1,2,2,3,2,2, , , , ,3,1,1,1,1,1,2,98,2,2,2,2, ,1,9,2, ,1, , , , , , , , ,2,2,2, , , , , ,2,2,1,1,2,2,1,2,2,1,3,8,2,1,2,1,2, ,3, , , ,2,2,2,2,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,73,1,2,2, , , ,3,6,1,2, ,3,2, ,1,4, , ,36587,2.16129032258065,0.690043149893316
66,100349,1,61115,1,S,1,42,2,2,2,2,2,1,5,2, , ,3,8,2,3,3,2, , ,2,2,2,2, ,1,2,1,4,1, , , , ,2, ,2,2, , , , , , ,2, ,1,1,1,2,2,2,1,1,2,2,2,8,2,3,3,1,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,82,5,5,2, , , ,4, ,2,2, ,2,1,1,2,3,1, ,17201,3.48387096774194,1.11230836102206
67,100352,1,61115,1,S,2,26,1,1,1,3,1,1,5,1,2, ,1,2,2,2,1,1,2,7, , , , , , , , , ,1, , , , ,2,2, ,2,2,2,2, , , ,2, ,2,2,1,1,2,1,1,1,2,2,8,2,2,2,2,1,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,72,1,2,2, , , ,4, ,2,1, ,2,2, ,1,6, , ,49441,1.64516129032258,0.525256726038195
68,100356,1,62215,2,S,4,6,2,2,2,3,1,1,3,1,2, ,1,3,1,1,1,1,1, , , , , , , , , , ,1, , , , ,2, ,1,2, , , ,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,3, , , ,3, , , , , , ,2, , , , , , , , , ,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,2,66,5,4,2, , , ,8, ,2,9,9,2,1,3,1,5, , ,92672,1.25806451612903,0.401666908146855
69,100360,1,62715,1,S,2,39,2,2,2,3,1,1,1,1,2, ,3,2,3,3,3,1,1, , , , , , , , , , ,2,1,2,1,1,1, ,1,2, , , ,1,1,1,2,2,2,2,1,2,8,2,2,2,1,2,8,3,3,3,3,2,8,2,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,1,67,1,2,2, , , ,5, ,1,1, ,2,2, ,1,6, , ,43515,1.29032258064516,0.4119660596378
70,100363,1,61115,1,U,2,17,2,2,1,1,1,2,5,2, , ,1,2,1,3,3,2, , ,2,2,2,2, ,2,2,2, ,1, , , , ,2, ,1,2, , , , , , ,2, ,1,1,1,1,2,1,1,2,2,8,8,8,8,8,8,8,8, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,4,70,1,2,2, , , ,8, ,2,2, ,3,2, ,2,7,2, ,60653,5.41935483870968,1.73025745047876
71,100364,1,62015,1,R,2,27,1,2,2,1,2,2, , , , ,1,2,2,3,2,2, , ,1,2,2,2, ,1,2,1,6,1, , , , , , , , , , , , , , , , ,2,2,1,2,2,2,2,2,2,2,1,2,3,2,2,1,2, ,2,3,1, ,3,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,2,3,4,3,3,2,2,53,1,2,2, , , ,3, ,2,3,2,4,2, ,1,4,2, ,55912,7.16129032258065,2.28641163098979
72,100371,1,61115,1,S,1,36,1,1,1,2,1,2,4,2, , ,1,2,1,1,2,1,1, ,2,2,2,2,2,1,8,2, ,1, , , , ,2,2, ,2,2,2,2, , , ,2,2,2,2,2,2,8,2,8,1,2,3,9,8,9,9,9,1,1, ,5,3,1, ,3,1,1,2,2,4,1,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1,1,1,4,1,4,4,4,4,1,59,3,2,2, , , ,6, ,2,2, ,3,2, ,2,8, , ,11510,2.32258064516129,0.74153890734804
73,100372,1,62715,1,R,3,37,1,1,2,3,2,2, , , , ,3,8,3,3,8,2, , ,2,2,2,2, ,2,2,1, ,1, , , , , , , , , , , , , , , , ,2,2,2,2,1,8,2,2,2,8,8,8,8,8,8,2,8, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,83,1,2,2, , , ,3, ,2,1, ,3,2, ,1,98,2, ,28607,7.16129032258065,2.28641163098979
74,100375,1,61915,1,R,2,31,1,1,2,2,1,2,4,1,8, ,3,3,3,3,3,1,2,1,2,2,9,2, ,2,8,2, ,1, , , , ,2,2, ,2,2,2,2, , , ,2, ,2,2,9,9,9,9,9,9,2,8,9,8,9,8,9,8,9, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,75,1,2,2, , , ,8, ,2,1, ,2,2, ,1,99, , ,68057,1.0,0.319273696219295
75,100378,1,61115,1,R,2,27,2,2,1,2,2,2, , , , ,3,2,3,3,3,1,2,1,2,2,1,2, ,1,8,1,6,1, , , , , , , , , , , ,2,2,2, , ,2,2,2,2,2,2,2,1,2,2,2,8,2,8,8,2,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,56,6,1,2, , , ,3, ,1,3,1,2,2, ,1,2, , ,56087,1.74193548387097,0.55615418051103
76,100380,1,61115,1,R,2,26,1,1,2,3,1,1,2,1,2, ,1,1,1,1,1,1,1, , , , , , , , , , ,1, , , , ,1,1, ,1,2,1,1, , , ,2,2,2,2,2,2,2,2,1,1,2,2,2,1,3,2,3,2,2, ,1,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,1,2,1,2,4,4,4,4,4,2,2,56,1,2,2, , , ,3, ,2,3,1,3,2, ,1,8, , ,48809,1.7741935483871,0.566453332001975
77,100388,1,61115,1,S,1,34,1,2,3,4,1,2,3,1,2, ,2,1,1,1,1,1,2,8, , , , , , , , , ,1, , , , ,2,2, ,1,2,2,2, , , ,1, ,2,1,9,1,1,1,1,1,2,3,2,8,1,1,2,1,1, ,3, , , ,3, , , , , , ,1,2,2,2,1,1,2,2,2,98, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,99,5,1,2, , , ,5, ,2,2, ,4,2, ,8,98, , ,7111,2.09677419354839,0.669444846911425
78,100390,1,61115,1,S,1,34,1,2,1,2,1,1,3,1,2, ,1,1,1,1,1,1,1, , , , , , , , , , ,1, , , , ,1,1, ,1,1,1,1, , , ,2,2,1,1,1,1,2,2,1,2,2,2,2,2,3,3,2,1,2, ,4, , , ,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , ,2,19,6,3,2, , , ,3,2,2,3,2,3,2, ,1,9, , ,7458,7.16129032258065,2.28641163098979
79,100396,1,61115,1,U,3,48,2,2,1,1,1,2,1,1,2, ,1,1,1,1,1,1,1, , , , , , , , , , ,1, , , , ,1, ,1,2, , , ,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,8,2,8,2,1,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,3,61,6,1,2, , , ,8, ,2,2, ,4,2, ,1,7, , ,78730,1.06451612903226,0.339871999201185
80,100399,1,62215,1,U,4,8,2,2,2,2,2,1,8,2, , ,3,3,3,3,8,1,2,1,2,2,2,2, ,1,2,2, ,2,2,1,2,2,2, ,2,2, , , ,2,2,2,2, ,2,2,2,2,2,8,8,8,2,3,8,8,8,8,3,8,8, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,87,5,1,2, , , ,4, ,2,4,2,2,2, ,1,98, , ,80222,1.2258064516129,0.39136775665591
81,100401,1,61115,1,R,2,46,1,1,1,2,2,1,9,2, , ,1,1,2,3,2,2, , ,2,2,2,2, ,2,2,1, ,1, , , , ,2,2, ,2, , , , , , ,2, ,2,2,1,1,2,2,1,1,2,2,2,2,8,8,2,2,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,91,1,2,2, , , ,4, ,2,1, ,4,2, ,1,3,2, ,57783,6.70967741935484,2.14222351011656
82,100408,1,61115,1,R,4,15,1,2,1,2,1,1,2,1,2, ,2,1,1,1,2,1,1, , , , , , , , , , ,1, , , , ,1,1, ,2,1,2,1, , , ,2,2,2,2,8,1,2,2,1,8,2,8,1,8,3,8,3,1,1, ,1,3,1, ,3,1,2,1,1,2,1,2, , , , , , , , , ,2, , , , , , , , , , , ,1,2,2,2,2,1,1,1,1,3,4,4,3,4,2,2,54,1,3,2, , , ,5, ,2,1, ,2,2, ,1,9, , ,96743,3.7741935483871,1.20500072444057
83,100419,1,61115,1,S,4,35,1,2,2,2,1,1,2,1,2, ,1,1,1,1,1,1,1, , , , , , , , , , ,1, , , , ,1,1, ,1,1,1,1, , , ,2,2,2,2,1,2,2,1,1,2,1,8,1,8,8,8,3,2,1,2,1,1,2,1,3,1,1,1,1,3,1,1,1,1,1,1,2,2,2,2,3,2, , , , , , , , , , , ,1,2,2,2,2,1,1,2,2,4,4,4,2,4,1,2,51,3,3,2, , , ,6, ,2,2, ,4,1,1,1,6, , ,87059,2.0,0.63854739243859
84,100435,1,61115,1,S,3,48,2,1,2,2,1,1,2,1,2, ,1,1,1,1,1,1,1, , , , , , , , , , ,1, , , , ,1, ,1,2, , , ,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,3,2,1,3,1,1,2,1,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,3,58,1,2,2, , , ,3, ,1,3,2,3,2, ,2,8, , ,77407,2.83870967741936,0.906325331203161
85,100439,1,61915,1,S,2,55,1,2,2,3,2,2, , , , ,2,8,8,3,3,1,8,1,2,2,2,2, ,1,8,1,6,1, , , , , , , , ,2,2,2, , , , , ,2,2,1,1,2,8,8,1,2,2,2,8,8,8,8,2,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,88,5,1,2, , , ,6, ,1,3,8,3,2, ,1,99, , ,53403,1.0,0.319273696219295
86,100441,1,61115,1,S,2,29,1,1,2,2,1,1,2,1,2, ,3,2,3,8,2,1,1, , , , , , , , , , ,1, , , , ,1,1, ,1,2,2,2, , , ,1,2,2,2,1,2,2,2,2,1,1,1,3,3,1,3,2,2,2,1,1,1,1, ,3,1,1,1,1,1,1,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,1,4,4,4,4,4,2,2,34,6,1,2, , , ,6, ,2,1, ,2,2, ,1,4, , ,63068,1.0,0.319273696219295
87,100443,1,61115,1,S,4,6,1,1,1,1,1,1,2,1,2, ,1,1,1,1,1,1,1, , , , , , , , , , ,1, , , , ,1,1, ,2,1,1,1, , , ,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,8,2,1,2, ,1,5,2,1,3,1,1,1,1,1,2,2, , , , , , , , , ,2, , , , , , , , , , , ,1,2,1,2,2,1,1,1,1,4,4,4,2,2,2,2,55,1,2,2, , , ,8, ,2,2, ,5,2, ,1,8, , ,90265,2.0,0.63854739243859
88,100444,1,61115,1,U,4,6,2,1,2,3,1,1,2,1,2, ,1,1,1,1,1,1,1, , , , , , , , , , ,1, , , , ,1, ,1,1, , , ,1,2,1,2,2,1,1,1,2,2,2,1,2,2,2,3,8,3,8,3,1,2, ,1,1,2,5,3,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,9,1,2,2,2,2,1,2,1,2,4,4,4,4,4,1,3,61,1,2,2, , , ,6, ,2,2, ,3,2, ,1,8, , ,92801,1.51612903225806,0.484060120074415
89,100462,1,61915,1,U,4,53,2,1,1,3,1,2,3,1,2, ,3,3,3,3,2,1,1, , , , , , , , , , ,1, , , , ,2, ,2,2, , , ,2,2,2,2,2,2,2,1,2,1,1,2,1,1,2,2,8,2,8,3,2,2,2,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,73,1,2,2, , , ,8, ,2,1, ,2,2, ,1,6, , ,99206,1.0,0.319273696219295
90,100463,1,62315,1,S,4,6,2,2,1,2,1,1,2,1,2, ,2,1,1,1,2,1,1, , , , , , , , , , ,1, , , , ,1, ,1,1, , , ,2,2,2,1,2,2,1,1,2,2,2,2,1,1,8,1,8,3,8,8,1,1,2,2,1,1, ,3,1,1,1,1,1,1,2, , , , , , , , , ,1,1,2,2,2,1,3,2,2,2,2,1,2,2,2,2,2,1,2,1,1,4,4,4,3,3,2,2,51,3,1,2, , , ,5, ,1,4,8,9,2, ,1,2, , ,92688,2.7741935483871,0.885727028221271
91,100468,1,61215,1,R,3,37,1,1,1,2,1,2,3,1,2, ,3,3,3,3,3,1,1, , , , , , , , , , ,1, , , , ,2,1, ,2,2,2,1, , , ,1,2,1,1,2,2,2,2,2,1,2,2,1,8,8,8,2,1,2, ,5,8,1, ,3,1,1,3,1,4,3,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,2,4,4,4,4,4,2,2,67,3,2,2, , , ,6, ,1,3,2,3,2, ,1,1, , ,28387,1.12903225806452,0.360470302183075
92,100470,1,61215,1,U,1,42,2,2,1,2,2,2, , , , ,3,1,2,2,3,2, , ,2,2,1,1, ,8,2,2,1,2,1,1,1,2, , , , , , , , , , , , ,2,2,2,1,8,1,2,1,2,1,8,8,8,8,1,8,8, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,72,6,1,2, , , ,4, ,2,1, ,4,2, ,1,4,2, ,18509,4.51612903225806,1.4418812087323
93,100472,1,61915,1,S,3,51,1,2,1,1,1,1,2,1,2, ,3,3,3,3,3,1,2,2, , , , , , , , , ,2,1,2,1,1,1,1, ,1,2,2,2, , , ,2, ,1,1,1,1,1,2,1,2,1,2,1,1,2,8,2,1,2,2,2,3,2,4,3,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,4, , , , , , , , , , , , ,1,2,2,2,2,1,1,2,1,4,4,4,4,4,1,2,36,1,2,1,0,2,0,5, ,2,1, ,4,2, ,1,7, , ,22407,4.87096774193548,1.5551718751327
94,100474,1,61915,1,U,2,39,1,2,2,2,2,2, , , , ,3,3,2,3,3,1,2,1,1,2,1,1, ,2,2,2,1,1, , , , , , , , ,2,2,2, , , , , ,2,2,2,2,8,1,2,1,2,8,8,8,8,8,8,8,2, ,3, , , ,3, , , , , , ,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,72,9,9,2, , , ,3, ,2,2, ,1,9, ,9,99, , ,44311,1.70967741935484,0.545855029020085
95,100475,1,61215,1,R,2,39,1,1,1,2,2,2, , , , ,2,2,8,2,2,1,2,11,8,2,1,1, ,1,1,2,5,1, , , , , , , , ,2,2,2, , , , , ,2,2,2,2,1,8,2,1,1,2,1,2,3,2,3,2,1,1,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,68,1,2,2, , , ,5, ,1,3,8,2,2, ,1,5, , ,45631,1.58064516129032,0.504658423056305
96,100477,1,61215,1,S,3,12,2,1,2,3,1,2,2,1,2, ,1,8,1,1,8,1,2,4, , , , , , , , , ,1, , , , ,2, ,1,2, , , ,2,2,2,2, ,2,2,1,1,2,1,8,1,1,2,2,2,2,2,2,2,2,2,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2, , , , , , , , , , ,2,77,1,2,2, , , ,2, ,2,1, ,2,2, ,1,4, , ,32828,3.2258064516129,1.0299151490945
97,100479,1,61915,1,S,1,34,2,2,1,2,1,1,1,1,1,1,1,3,3,3,1,1,1, ,2,2,2,2,1,2,2,1,3,1, , , , ,2, ,2,2, , , ,2,2,2,2,2,2,2,2,2,1,8,2,1,1,2,2,8,2,8,2,2,1,2,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,82,5,1,2, , , ,8, ,1,2, ,4,2, ,1,7, , ,8080,1.09677419354839,0.35017115069213
98,100483,1,61215,1,S,3,51,1,2,1,3,1,1,4,1,2, ,1,1,1,1,3,1,2,2, , , , , , , , , ,1, , , , ,2,2, ,2,2,2,2, , , ,2, ,2,2,2,2,1,2,2,1,1,2,3,1,2,2,2,2,2,2,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,73,3,3,2, , , ,3, ,2,3,8,3,2, ,1,7, , ,22408,2.61290322580645,0.834231270766546
99,100484,1,62315,1,R,3,37,1,1,2,3,2,2, , , , ,3,1,2,2,2,1,2,3,2,2,1,1, ,2,2,1,2,2,2,1,1,8, , , , ,2,2,2, , , , , ,2,2,2,2,1,1,2,1,2,8,1,8,8,8,8,8,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,60,1,2,2, , , ,3, ,1,1, ,3,2, ,1,6, , ,28659,2.19354838709677,0.700342301384261
100,100490,1,61215,1,R,1,23,1,2,2,4,1,2,5,2, , ,2,2,2,1,2,1,2,2,2,2,1,1, ,1,1,2,1,2,2,1,1,2,2,2, ,2,2,2,2, , , ,2, ,2,2,2,2,2,2,2,1,2,2,2,8,2,8,2,2,1, ,1,2,1, ,3,3,3,2,3,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,4,2,4,4,2,3,2,60,1,2,2, , , ,5, ,2,3,9,2,2, ,1,3, , ,4426,2.83870967741936,0.906325331203161
101,100494,1,61215,1,S,3,12,2,2,2,2,1,2,5,1,5, ,2,2,8,3,2,1,8,1,8,2,8,1, ,2,8,2, ,1, , , , ,2, ,2,2, , , ,2,2,2,2, ,2,2,2,2,1,2,2,1,2,8,1,8,8,3,2,8,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,80,5,9,2, , , ,6, ,2,1, ,3,2, ,1,98, , ,32955,1.19354838709677,0.381068605164965
102,100512,1,70215,1,R,3,21,2,2,1,4,1,2,3,1,2, ,3,3,3,3,2,1,2,1, , , , , , , , , ,1, , , , ,2, ,2,2, , , ,2,2,2,2, ,2,2,1,1,2,2,2,1,2,8,8,1,3,8,8,1,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,63,1,3,2, , , ,4, ,2,2, ,1,2, ,1,4, , ,41653,2.0,0.63854739243859
103,100520,1,61215,1,U,2,17,2,1,2,2,1,1,1,1,2, ,1,2,1,2,1,1,1, , , , , , , , , , ,1, , , , ,2, ,2,2, , , ,1,2,2,2,2,2,2,2,2,8,8,2,9,2,8,8,8,8,8,8,8,2, ,1,1,2,1,3,1,1,2,2,4,2,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1,2,2,3,3,4,1,4,3,2,56,1,2,2, , , ,8, ,2,2, ,3,2, ,1,9, , ,60626,1.64516129032258,0.525256726038195
104,100528,1,62715,1,U,3,13,1,2,1,2,2,2, , , , ,3,1,1,3,1,1,2,3,8,2,2,2, ,2,2,1, ,1, , , , , , , , ,2,2,2, , , , , ,2,2,1,2,1,8,1,1,1,1,2,3,2,8,1,1,1,2,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,83,5,1,2, , , ,5, ,1,1, ,5,2, ,1,3, , ,30809,1.29032258064516,0.4119660596378
105,100530,1,61215,1,S,3,51,1,1,1,2,2,2, , , , ,3,3,3,3,2,1,2,2,2,2,1,1, ,2,8,2,8,1, , , , , , , , ,2,2,2, , , , , ,2,2,2,2,1,8,2,1,2,9,9,9,9,1,9,8,8, ,5,3,2,5,3,5,9,9,5,5,9,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,3,4,4,4,4,1,1,73,5,1,2, , , ,4, ,2,1, ,3,2, ,1,99, , ,24153,1.45161290322581,0.463461817092525
