channel,title,published_at,duration,view_count,like_count,comment_count
Zee Music Company,Sukoon Mila Full Video | Mary Kom | Priyanka Chopra & Darshan Gandas | Arijit Singh | HD,2014-11-13T09:38:27Z,PT3M54S,82490172,745167,9212
Zee Music Company,Gulaabo - Full Video| Shaandaar | Alia Bhatt & Shahid Kapoor | Vishal Dadlani | Amit Trivedi,2015-11-09T08:50:37Z,PT5M,82157446,435427,5928
Zee Music Company,Jaanu | Behen Hogi Teri | Rajkummar Rao & Shruti Haasan | Shivi & Raftaar | Rishi Rich Juggy D,2017-05-17T11:30:00Z,PT2M46S,81473945,510866,7894
Zee Music Company,"Mere Gully Mein  | Gully Boy | Ranveer Singh,Alia Bhatt & Siddhant | DIVINE | Naezy | Zoya Akhtar",2019-01-22T04:30:18Z,PT2M57S,79777075,911505,20712
Zee Music Company,"Dhadkanein Meri | Asees Kaur, Rohan Mehra, Mahima Makwana | Rashid Khan | Zee Music Originals",2019-03-15T09:33:39Z,PT4M33S,79600139,792336,18125
Zee Music Company,"Dil De Diya - Radhe |Salman Khan, Jacqueline Fernandez |Himesh Reshammiya|Kamaal K,Payal D|Shabbir A",2021-04-30T06:30:13Z,PT2M32S,79023246,703704,59928
Zee Music Company,TOMMY - SHADAA | Diljit Dosanjh | Sonam Bajwa | Raj Ranjodh | Latest Punjabi Song 2019,2019-06-03T04:30:04Z,PT3M12S,78844697,474161,8016
Zee Music Company,"Apna Bana Le - Full Audio | Bhediya | Varun Dhawan, Kriti Sanon| Sachin-Jigar,Arijit Singh,Amitabh B",2022-11-05T04:00:06Z,PT4M33S,77616132,668759,9243
Zee Music Company,"Challa (Main Lad Jaana) - Full Video | URI | Vicky Kaushal , Yami Gautam | Shashwat S, Romy & Vivek",2019-01-24T16:03:59Z,PT3M35S,76068919,746339,16609
Zee Music Company,Qaafirana - Lyrical |  Kedarnath | Sushant S Rajput | Sara Ali Khan | Arijit Singh & Nikhita| Amit T,2020-06-24T07:15:30Z,PT5M52S,75912255,450846,8200
Zee Music Company,"Kabhi Yun Bhi | Ishq Junoon | Vardan Singh | Rajbir, Divya & Akshay",2016-02-03T07:30:07Z,PT2M55S,75463876,228580,3159
Zee Music Company,Ziddi Dil Full Video | MARY KOM | Feat Priyanka Chopra | Vishal Dadlani | HD,2014-11-13T09:38:11Z,PT5M5S,74807282,617894,8435
Zee Music Company,Ud-daa Punjab - Full Video | Udta Punjab | Vishal Dadlani & Amit Trivedi | Shahid Kapoor,2016-07-14T09:38:59Z,PT4M2S,73786450,490867,7285
Zee Music Company,Sanu Kehndi | Kesari | Akshay Kumar & Parineeti Chopra | Romy & Brijesh Shandilya | Tanishk | Kumaar,2019-02-27T09:30:13Z,PT2M55S,70750914,431265,16316
Zee Music Company,Raftaar x Maninder Buttar - Gall Goriye  | Official Music Video | Jaani,2017-07-25T10:30:22Z,PT3M34S,70734836,774385,18552
Zee Music Company,Azadi - Gully Boy| Ranveer Singh & Alia Bhatt | DIVINE | Dub Sharma | Siddhant | Zoya Akhtar,2019-02-11T11:15:58Z,PT2M41S,70168594,674273,18822
Zee Music Company,Dil Ka Telephone - Dream Girl | Ayushmann Khurrana |Meet Bros Ft.Jonita Gandhi& Nakash Aziz | Kumaar,2019-08-20T06:30:22Z,PT2M52S,70058944,481241,10142
Zee Music Company,Suna Hai - Sanak | Vidyut Jammwal & Rukmini Maitra | Jubin Nautiyal | Jeet Gannguli | Rashmi Virag,2021-10-14T06:29:53Z,PT2M56S,69829363,1053732,13651
Zee Music Company,Jersey - Official Trailer #1 | Shahid Kapoor | Mrunal Thakur | Gowtam Tinnanuri | 22nd April 2022,2021-11-23T12:00:13Z,PT2M53S,68498148,1154263,60152
Zee Music Company,"Behti Hawa Sa Tha Woh – 3 Idiots | Aamir Khan, Madhavan, Sharman J | Shaan & Shantanu M | Swanand K",2021-04-09T08:30:06Z,PT5M14S,68489526,823391,14110
Zee Music Company,"Dilbaro | Raazi | Alia Bhatt | Harshdeep Kaur, Vibha Saraf & Shankar Mahadevan | Shankar Ehsaan Loy",2018-04-26T06:30:14Z,PT1M54S,68454885,469297,27301
Zee Music Company,"Ijazzat Hai - Shivin Narang & Jasmin Bhasin | Raj Barman, Sachin Gupta, Kumaar | Zee Music Originals",2022-06-09T05:30:06Z,PT3M30S,65868902,684382,14336
Zee Music Company,Mast Nazro Se | Lakhwinder Wadali Featuring Sara Khan | Zee Music originals,2019-09-19T04:30:12Z,PT4M23S,65056972,606429,8418
Zee Music Company,Pehli Baar | Dhadak | Ishaan & Janhvi | Ajay Gogavale | Ajay-Atul | Amitabh Bhattacharya,2018-07-05T11:30:11Z,PT3M47S,64722340,375361,24531
Zee Music Company,"Aashiq Hoon - Mohsin Khan, Aneri Vajani | Raj Barman, Raees & Zain-Sam, Vikki N| Zee Music Originals",2022-06-14T05:30:02Z,PT4M14S,63129456,574336,14952
Zee Music Company,Hamnava | Twisted | Nia Sharma & Namit Khanna | Arnab Dutta | Harish Sagane | Vikram Bhatt,2017-05-19T11:56:20Z,PT1M54S,61561294,206802,3039
Zee Music Company,Is Raat Ko Jaane Na Do - Official Music Video | Sumedha Karmahe | Amjad Nadeem,2018-12-10T07:29:40Z,PT4M18S,61284651,214148,4110
