Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,4400.0,4462.5,4325.0,4437.5,3750.04443359375,126284600
2019-01-07,4437.5,4487.5,4400.0,4437.5,3750.04443359375,214771000
2019-01-14,4437.5,4700.0,4425.0,4612.5,3897.933349609375,228574200
2019-01-21,4612.5,4625.0,4487.5,4550.0,3845.11572265625,275488400
2019-01-28,4525.0,4662.5,4450.0,4562.5,3855.678955078125,279535600
2019-02-04,4562.5,4612.5,4450.0,4525.0,3823.98876953125,106616600
2019-02-11,4525.0,4537.5,4325.0,4487.5,3792.29833984375,176798600
2019-02-18,4487.5,4512.5,4325.0,4400.0,3718.354248046875,165589600
2019-02-25,4400.0,4500.0,4350.0,4475.0,3781.73486328125,140315200
2019-03-04,4462.5,4462.5,4337.5,4337.5,3665.536376953125,104752000
2019-03-11,4325.0,4675.0,4262.5,4675.0,3950.7509765625,139392400
2019-03-18,4662.5,4825.0,4575.0,4600.0,3887.370361328125,161471000
2019-03-25,4687.5,4750.0,4575.0,4725.0,3993.005126953125,66460800
2019-04-01,4750.0,4925.0,4700.0,4737.5,4003.56884765625,101143200
2019-04-08,4825.0,4900.0,4750.0,4825.0,4077.512939453125,105043600
2019-04-15,4825.0,5125.0,4812.5,4837.5,4088.076416015625,172501000
2019-04-22,4800.0,4962.5,4750.0,4812.5,4066.94970703125,198141400
2019-04-29,4812.5,4850.0,4375.0,4437.5,3750.04443359375,221581400
2019-05-06,4437.5,4525.0,4250.0,4250.0,3591.591796875,239283400
2019-05-13,4225.0,4275.0,3912.5,4212.5,3559.9013671875,300702000
2019-05-20,4225.0,4412.5,4137.5,4350.0,3676.099609375,243005000
2019-05-27,4325.0,4325.0,4012.5,4200.0,3634.404052734375,389965600
2019-06-03,4200.0,4362.5,4200.0,4337.5,3753.386962890625,101675200
2019-06-10,4300.0,4337.5,4212.5,4225.0,3656.037353515625,200860600
2019-06-17,4250.0,4512.5,4225.0,4437.5,3839.920654296875,280478400
2019-06-24,4475.0,4725.0,4425.0,4687.5,4056.25439453125,203750800
2019-07-01,4675.0,4700.0,4475.0,4487.5,3883.18701171875,170944200
2019-07-08,4487.5,4662.5,4487.5,4587.5,3969.720947265625,149581000
2019-07-15,4587.5,4600.0,4387.5,4425.0,3829.104248046875,154106800
2019-07-22,4450.0,4462.5,4150.0,4175.0,3612.770751953125,313628400
2019-07-29,4150.0,4250.0,3950.0,3962.5,3428.886962890625,303053600
2019-08-05,3900.0,4087.5,3775.0,3962.5,3428.886962890625,246672000
2019-08-12,3937.5,4062.5,3912.5,3937.5,3407.253662109375,170177400
2019-08-19,3962.5,3962.5,3687.5,3750.0,3245.00341796875,198899400
2019-08-26,3725.0,3862.5,3725.0,3812.5,3299.0869140625,176019800
2019-09-02,3825.0,3837.5,3662.5,3775.0,3266.63671875,178444000
2019-09-09,3775.0,4062.5,3775.0,3837.5,3320.720458984375,199872400
2019-09-16,3787.5,3975.0,3762.5,3787.5,3277.453369140625,165956200
2019-09-23,3787.5,3825.0,3575.0,3675.0,3180.103515625,207399000
2019-09-30,3662.5,3700.0,3325.0,3337.5,2888.052978515625,218054800
2019-10-07,3375.0,3537.5,3350.0,3462.5,2996.219970703125,174797000
2019-10-14,3475.0,3750.0,3412.5,3687.5,3190.92041015625,271411800
2019-10-21,3712.5,4037.5,3600.0,3887.5,3363.987060546875,339809800
2019-10-28,3887.5,3925.0,3800.0,3812.5,3299.0869140625,177170400
2019-11-04,3800.0,3900.0,3637.5,3775.0,3266.63671875,286885600
2019-11-11,3750.0,3800.0,3587.5,3712.5,3212.553466796875,225916400
2019-11-18,3737.5,3862.5,3687.5,3750.0,3245.00341796875,178922600
2019-11-25,3762.5,3850.0,3662.5,3775.0,3266.63671875,205597200
2019-12-02,3762.5,3825.0,3712.5,3787.5,3277.453369140625,204343000
2019-12-09,3787.5,3875.0,3762.5,3850.0,3331.53662109375,229682600
2019-12-16,3850.0,3962.5,3825.0,3962.5,3428.886962890625,251741000
2019-12-23,3962.5,4000.0,3900.0,3925.0,3396.436767578125,90285200
2019-12-30,3925.0,3937.5,3800.0,3812.5,3299.0869140625,77103200
2020-01-06,3837.5,3912.5,3700.0,3887.5,3363.987060546875,189448800
2020-01-13,3912.5,3937.5,3762.5,3775.0,3266.63671875,182498600
2020-01-20,3787.5,3887.5,3725.0,3725.0,3223.3701171875,185631000
2020-01-27,3700.0,3762.5,3537.5,3562.5,3082.753662109375,197888200
2020-02-03,3612.5,3762.5,3587.5,3662.5,3169.28662109375,168471200
2020-02-10,3650.0,3825.0,3637.5,3812.5,3299.0869140625,161309200
2020-02-17,3825.0,3975.0,3737.5,3787.5,3277.453369140625,324165400
2020-02-24,3750.0,3812.5,3275.0,3375.0,2920.503173828125,352813000
2020-03-02,3425.0,3525.0,2800.0,2825.0,2518.508056640625,461214400
2020-03-09,2850.0,2962.5,2420.0,2420.0,2157.447509765625,504830000
2020-03-16,2415.0,2420.0,1695.0,1695.0,1511.1048583984375,676170400
2020-03-23,1655.0,2120.0,1485.0,1860.0,1658.2034912109375,1057821200
2020-03-30,1915.0,2150.0,1735.0,2145.0,1912.2830810546875,708289000
2020-04-06,2245.0,2325.0,1935.0,1995.0,1778.556884765625,400683800
2020-04-13,2000.0,2120.0,1975.0,2050.0,1827.58984375,384457600
2020-04-20,2040.0,2050.0,1875.0,1900.0,1693.86376953125,393009600
2020-04-27,1910.0,2050.0,1875.0,1960.0,1747.3541259765625,327896000
2020-05-04,1980.0,2015.0,1890.0,1900.0,1693.86376953125,362819600
2020-05-11,1910.0,1910.0,1635.0,1665.0,1484.359619140625,594941400
2020-05-18,1700.0,1820.0,1690.0,1800.0,1604.7130126953125,302766000
2020-05-25,1830.0,1930.0,1790.0,1915.0,1707.2364501953125,745160800
2020-06-01,1950.0,2470.0,1925.0,2415.0,2152.989990234375,1224043000
2020-06-08,2450.0,2575.0,1970.0,2100.0,1872.1651611328125,1666236400
2020-06-15,2175.0,2375.0,2175.0,2235.0,1992.518798828125,687177800
2020-06-22,2235.0,2390.0,2160.0,2295.0,2046.0093994140625,824867600
2020-06-29,2335.0,2350.0,2255.0,2305.0,2054.92431640625,364359400
2020-07-06,2325.0,2430.0,2290.0,2375.0,2117.329833984375,575560200
2020-07-13,2375.0,2390.0,2255.0,2270.0,2023.7213134765625,439787200
2020-07-20,2285.0,2395.0,2280.0,2325.0,2072.75439453125,534001200
2020-07-27,2330.0,2355.0,2150.0,2220.0,1979.14599609375,441843600
2020-08-03,2235.0,2340.0,2225.0,2310.0,2059.3818359375,299714200
2020-08-10,2315.0,2675.0,2315.0,2500.0,2228.76806640625,844804400
2020-08-17,2525.0,2612.5,2500.0,2550.0,2273.34375,468099800
2020-08-24,2575.0,2712.5,2500.0,2550.0,2273.34375,780254000
2020-08-31,2575.0,2687.5,2512.5,2625.0,2340.20654296875,739224200
2020-09-07,2650.0,2650.0,2210.0,2525.0,2251.055908203125,854187000
2020-09-14,2525.0,2550.0,2275.0,2295.0,2046.0093994140625,458198200
2020-09-21,2250.0,2345.0,2155.0,2270.0,2023.7213134765625,481762200
2020-09-28,2300.0,2325.0,2185.0,2310.0,2059.3818359375,321274600
2020-10-05,2355.0,2370.0,2305.0,2335.0,2081.66943359375,302737800
2020-10-12,2335.0,2475.0,2310.0,2445.0,2179.7353515625,457922600
2020-10-19,2435.0,2465.0,2405.0,2425.0,2161.9052734375,350417000
2020-10-26,2400.0,2425.0,2295.0,2330.0,2077.2119140625,321631000
2020-11-02,2350.0,2575.0,2300.0,2550.0,2273.34375,748759200
2020-11-09,2625.0,2925.0,2600.0,2837.5,2529.65185546875,971972200
2020-11-16,2875.0,2987.5,2812.5,2950.0,2629.9462890625,618403800
2020-11-23,2987.5,3187.5,2950.0,3000.0,2674.521728515625,910585000
2020-11-30,3037.5,3337.5,2962.5,3325.0,2964.261474609375,640956600
2020-12-07,3325.0,3350.0,3225.0,3287.5,2930.830078125,348857600
2020-12-14,3262.5,3375.0,3225.0,3300.0,2941.973876953125,388494400
2020-12-21,3262.5,3287.5,2975.0,3225.0,2875.11083984375,300383800
2020-12-28,3225.0,3237.5,3050.0,3187.5,2841.67919921875,209928000
2021-01-04,3200.0,3300.0,3100.0,3262.5,2908.54248046875,439133600
2021-01-11,3300.0,3337.5,3100.0,3150.0,2808.247802734375,459942200
2021-01-18,3150.0,3287.5,3062.5,3112.5,2774.81640625,410428000
2021-01-25,3112.5,3137.5,2625.0,2925.0,2607.658935546875,630642400
2021-02-01,2937.5,3200.0,2925.0,3150.0,2808.247802734375,544499200
2021-02-08,3137.5,3200.0,3075.0,3112.5,2774.81640625,196011600
2021-02-15,3125.0,3200.0,2962.5,2962.5,2641.09033203125,351100800
2021-02-22,2962.5,3112.5,2950.0,3112.5,2774.81640625,386473400
2021-03-01,3137.5,3150.0,2937.5,3000.0,2674.521728515625,230286000
2021-03-08,3037.5,3175.0,2962.5,3162.5,2819.3916015625,283021800
2021-03-15,3162.5,3187.5,3037.5,3050.0,2719.09716796875,289274200
2021-03-22,3050.0,3100.0,2937.5,3025.0,2696.809326171875,222491400
2021-03-29,3000.0,3025.0,2775.0,2875.0,2563.083251953125,240960000
2021-04-05,2900.0,3050.0,2862.5,2925.0,2607.658935546875,246639200
2021-04-12,2925.0,3025.0,2862.5,2937.5,2638.9189453125,174385800
2021-04-19,2937.5,2962.5,2825.0,2862.5,2571.542236328125,167550800
2021-04-26,2900.0,2962.5,2775.0,2787.5,2504.165771484375,218293200
2021-05-03,2787.5,2887.5,2762.5,2787.5,2504.165771484375,160785200
2021-05-10,2787.5,2825.0,2725.0,2750.0,2470.477294921875,78901400
2021-05-17,2750.0,2775.0,2587.5,2650.0,2380.641845703125,212591600
2021-05-24,2650.0,2750.0,2575.0,2700.0,2425.5595703125,322291000
2021-05-31,2700.0,2875.0,2700.0,2762.5,2481.706787109375,221020000
2021-06-07,2775.0,2850.0,2737.5,2775.0,2492.93603515625,181364200
2021-06-14,2775.0,2787.5,2390.0,2485.0,2232.4130859375,537553200
2021-06-21,2500.0,2512.5,2290.0,2290.0,2057.23388671875,375043000
2021-06-28,2290.0,2430.0,2280.0,2360.0,2120.11865234375,304916800
2021-07-05,2365.0,2415.0,2300.0,2350.0,2111.135009765625,251214400
2021-07-12,2360.0,2425.0,2280.0,2410.0,2165.036376953125,240054200
2021-07-19,2410.0,2625.0,2410.0,2525.0,2268.347412109375,271817200
2021-07-26,2550.0,2550.0,2375.0,2410.0,2165.036376953125,220550400
2021-08-02,2410.0,2625.0,2400.0,2490.0,2236.90478515625,235242400
2021-08-09,2500.0,2587.5,2475.0,2575.0,2313.26513671875,88786400
2021-08-16,2575.0,2737.5,2575.0,2675.0,2403.1005859375,317547200
2021-08-23,2675.0,2712.5,2575.0,2700.0,2425.5595703125,173857400
2021-08-30,2700.0,2750.0,2612.5,2725.0,2448.018310546875,181493200
2021-09-06,2737.5,2750.0,2625.0,2700.0,2425.5595703125,178593200
2021-09-13,2700.0,2725.0,2562.5,2575.0,2313.26513671875,162964000
2021-09-20,2550.0,2600.0,2512.5,2537.5,2279.57666015625,224371000
2021-09-27,2537.5,2900.0,2512.5,2850.0,2560.312744140625,315232000
2021-10-04,2837.5,3212.5,2812.5,3200.0,2874.7373046875,616341000
2021-10-11,3200.0,3587.5,3162.5,3537.5,3177.93212890625,924366000
2021-10-18,3575.0,3787.5,3512.5,3675.0,3301.4560546875,461277000
2021-10-25,3675.0,3700.0,3412.5,3425.0,3076.8671875,413810600
2021-11-01,3425.0,3562.5,3362.5,3525.0,3166.702880859375,291706000
2021-11-08,3525.0,3562.5,3400.0,3400.0,3054.408203125,177998000
2021-11-15,3400.0,3600.0,3375.0,3587.5,3222.849853515625,254002400
2021-11-22,3587.5,3637.5,3375.0,3475.0,3121.78515625,445493600
2021-11-29,3500.0,3500.0,3275.0,3425.0,3076.8671875,364935000
2021-12-06,3450.0,3537.5,3375.0,3425.0,3076.8671875,233974800
2021-12-13,3425.0,3487.5,3325.0,3362.5,3020.7197265625,200560200
2021-12-20,3362.5,3400.0,3287.5,3375.0,3031.949462890625,134169000
2021-12-27,3375.0,3400.0,3337.5,3362.5,3020.7197265625,92960400
2022-01-03,3400.0,3587.5,3387.5,3525.0,3166.702880859375,350587800
2022-01-10,3525.0,3600.0,3487.5,3600.0,3234.079345703125,224260000
2022-01-17,3600.0,3625.0,3462.5,3550.0,3189.16162109375,210133200
2022-01-24,3550.0,3762.5,3387.5,3662.5,3290.2265625,537648000
2022-01-31,3662.5,3712.5,3612.5,3687.5,3312.685546875,150171800
2022-02-07,3712.5,3887.5,3700.0,3850.0,3458.668212890625,526469200
2022-02-14,3875.0,4000.0,3862.5,3950.0,3548.503662109375,360623400
2022-02-21,3900.0,4000.0,3850.0,4000.0,3593.42138671875,395498800
2022-02-28,4100.0,4100.0,3850.0,3862.5,3469.897705078125,291400800
2022-03-07,3850.0,4100.0,3762.5,4050.0,3638.339111328125,372356400
2022-03-14,4050.0,4250.0,4012.5,4037.5,3627.10986328125,439367000
2022-03-21,4037.5,4262.5,3975.0,4250.0,3818.010498046875,362364600
2022-03-28,4250.0,4287.5,4062.5,4212.5,3854.148681640625,281680000
2022-04-04,4212.5,4250.0,4037.5,4200.0,3842.7119140625,307597200
2022-04-11,4200.0,4262.5,4137.5,4212.5,3854.148681640625,191144000
2022-04-18,4200.0,4950.0,4162.5,4750.0,4345.92431640625,556475600
2022-04-25,4750.0,4850.0,4575.0,4612.5,4220.12109375,323430200
