id,country,state,city,station,station_code,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
479,India,Rajasthan,0gaur,Karni Colony, RSPCB,26-12-2023 22:00,27.213494,73.734444,PM2.5,94,356,213
480,India,Rajasthan,0gaur,Karni Colony, RSPCB,26-12-2023 22:00,27.213494,73.734444,NH3,11,15,13
481,India,Rajasthan,0gaur,Karni Colony, RSPCB,26-12-2023 22:00,27.213494,73.734444,CO,38,104,67
482,India,Rajasthan,0gaur,Karni Colony, RSPCB,26-12-2023 22:00,27.213494,73.734444,OZONE,14,69,50
483,India,Rajasthan,Pali,Indira Colony Vistar, RSPCB,26-12-2023 22:00,25.771061,73.340227,PM2.5,85,380,227
484,India,Rajasthan,Pali,Indira Colony Vistar, RSPCB,26-12-2023 22:00,25.771061,73.340227,PM10,110,218,144
485,India,Rajasthan,Pali,Indira Colony Vistar, RSPCB,26-12-2023 22:00,25.771061,73.340227,NO2,18,32,24
486,India,Rajasthan,Pali,Indira Colony Vistar, RSPCB,26-12-2023 22:00,25.771061,73.340227,OZONE,8,57,15
487,India,Rajasthan,Pratapgarh,Pragati 0gar, RSPCB,26-12-2023 22:00,24.041198,74.780702,NH3,5,9,6
488,India,Rajasthan,Sikar,Radhakishan Pura, RSPCB,26-12-2023 22:00,27.608912,75.153302,NO2,15,74,37
489,India,Rajasthan,Sri Ganga0gar,Old City, RSPCB,26-12-2023 22:00,29.931624,73.864511,PM2.5,45,494,274
490,India,Rajasthan,Sri Ganga0gar,Old City, RSPCB,26-12-2023 22:00,29.931624,73.864511,PM10,184,500,411
491,India,Rajasthan,Tonk,Shastri 0gar, RSPCB,26-12-2023 22:00,26.159933,75.780517,NH3,4,63,19
492,India,Rajasthan,Udaipur,Ashok 0gar, RSPCB,26-12-2023 22:00,24.5886166,73.6321397,PM10,133,340,194
493,India,Rajasthan,Udaipur,Ashok 0gar, RSPCB,26-12-2023 22:00,24.5886166,73.6321397,NH3,5,23,9
494,India,Tamil0du,Chengalpattu,Crescent University, TNPCB,26-12-2023 22:00,12.8777316,80.0834807,PM2.5,0,0,0
495,India,Tamil0du,Chengalpattu,Crescent University, TNPCB,26-12-2023 22:00,12.8777316,80.0834807,CO,24,29,26
496,India,Tamil0du,Chen0i,Alandur Bus Depot, CPCB,26-12-2023 22:00,12.9099161,80.1076538,NO2,30,138,51
497,India,Tamil0du,Chen0i,Arumbakkam, TNPCB,26-12-2023 22:00,13.0664,80.2112,PM2.5,49,161,75
498,India,Tamil0du,Chen0i,Gandhi 0gar_Ennore, TNPCB,26-12-2023 22:00,13.218341,80.32027,PM2.5,36,127,61
499,India,Tamil0du,Chen0i,Gandhi 0gar_Ennore, TNPCB,26-12-2023 22:00,13.218341,80.32027,PM10,39,116,65
500,India,Tamil0du,Chen0i,Kodungaiyur, TNPCB,26-12-2023 22:00,13.1278,80.2642,NH3,3,7,5
501,India,Tamil0du,Chen0i,Perungudi, TNPCB,26-12-2023 22:00,12.9533,80.2357,PM2.5,28,178,68
502,India,Tamil0du,Chen0i,Royapuram, TNPCB,26-12-2023 22:00,13.1036,80.2909,NH3,1,1,1
503,India,Tamil0du,Chen0i,Royapuram, TNPCB,26-12-2023 22:00,13.1036,80.2909,OZONE,9,10,9
504,India,Tamil0du,Coimbatore,PSG College of Arts and Science, TNPCB,26-12-2023 22:00,11.0328,77.0349,PM2.5,0,0,0
505,India,Tamil0du,Coimbatore,PSG College of Arts and Science, TNPCB,26-12-2023 22:00,11.0328,77.0349,NO2,0,0,0
506,India,Tamil0du,Coimbatore,PSG College of Arts and Science, TNPCB,26-12-2023 22:00,11.0328,77.0349,SO2,0,0,0
507,India,Tamil0du,Cuddalore,Kudikadu, TNPCB,26-12-2023 22:00,11.6829898,79.7532099,PM2.5,22,76,49
508,India,Tamil0du,Kanchipuram,Kilambi, TNPCB,26-12-2023 22:00,12.864618,79.659968,OZONE,3,3,3
509,India,Tamil0du,Rama0thapuram,Chalai Bazaar, TNPCB,26-12-2023 22:00,9.36399,78.831977,CO,2,10,5
510,India,Tamil0du,Tirupur,Kumaran College, TNPCB,26-12-2023 22:00,11.0973603,77.3228673,OZONE,7,7,7
511,India,Tamil0du,Vellore,Vasanthapuram, TNPCB,26-12-2023 22:00,12.909494,79.131861,PM10,0,0,0
512,India,Tamil0du,Vellore,Vasanthapuram, TNPCB,26-12-2023 22:00,12.909494,79.131861,SO2,14,17,15
513,India,Telanga0,Hyderabad,Central University, TSPCB,26-12-2023 22:00,17.460103,78.334361,NO2,14,59,33
514,India,Telanga0,Hyderabad,Central University, TSPCB,26-12-2023 22:00,17.460103,78.334361,CO,22,105,61
515,India,Telanga0,Hyderabad,ECIL Kapra, TSPCB,26-12-2023 22:00,17.470431,78.566959,PM10,70,107,83
516,India,Telanga0,Hyderabad,ECIL Kapra, TSPCB,26-12-2023 22:00,17.470431,78.566959,OZONE,6,64,41
517,India,Telanga0,Hyderabad,ICRISAT Patancheru, TSPCB,26-12-2023 22:00,17.5184,78.278777,PM2.5,72,182,136
518,India,Telanga0,Hyderabad,ICRISAT Patancheru, TSPCB,26-12-2023 22:00,17.5184,78.278777,SO2,1,16,3
519,India,Telanga0,Hyderabad,IITH Kandi, TSPCB,26-12-2023 22:00,17.585705,78.126199,CO,20,81,39
520,India,Telanga0,Hyderabad,Kokapet, TSPCB,26-12-2023 22:00,17.393559,78.339194,SO2,5,8,6
521,India,Telanga0,Hyderabad,Kokapet, TSPCB,26-12-2023 22:00,17.393559,78.339194,CO,12,18,14
522,India,Telanga0,Hyderabad,0charam_TSIIC IALA, TSPCB,26-12-2023 22:00,17.429398,78.569354,SO2,17,35,28
523,India,Telanga0,Hyderabad,0charam_TSIIC IALA, TSPCB,26-12-2023 22:00,17.429398,78.569354,OZONE,21,35,35
524,India,Telanga0,Hyderabad,Ramachandrapuram, TSPCB,26-12-2023 22:00,17.528544,78.286195,SO2,5,22,11
525,India,Telanga0,Hyderabad,Ramachandrapuram, TSPCB,26-12-2023 22:00,17.528544,78.286195,OZONE,1,53,18
526,India,Telanga0,Hyderabad,Sa0th0gar, TSPCB,26-12-2023 22:00,17.4559458,78.4332152,PM2.5,117,341,261
527,India,Telanga0,Hyderabad,Zoo Park, TSPCB,26-12-2023 22:00,17.349694,78.451437,NO2,31,59,45
528,India,Tripura,Agartala,Bardowali, Tripura SPCB,26-12-2023 22:00,23.8175497,91.2726974,CO,38,101,77
529,India,Tripura,Agartala,Bardowali, Tripura SPCB,26-12-2023 22:00,23.8175497,91.2726974,OZONE,1,11,3
530,India,Uttar_Pradesh,Agra,Manoharpur, UPPCB,26-12-2023 22:00,27.23711,78.01936,NO2,8,9,9
531,India,Uttar_Pradesh,Agra,Manoharpur, UPPCB,26-12-2023 22:00,27.23711,78.01936,OZONE,3,12,8
532,India,Uttar_Pradesh,Agra,Rohta, UPPCB,26-12-2023 22:00,27.106972,78.000111,OZONE,17,20,19
533,India,Uttar_Pradesh,Agra,Sanjay Palace, UPPCB,26-12-2023 22:00,27.19865833,78.00598056,NO2,36,131,79
534,India,Uttar_Pradesh,Agra,Sector, UPPCB,26-12-2023 22:00,27.19412,77.96237,PM2.5,44,332,141
535,India,Uttar_Pradesh,Agra,Shahjahan Garden, UPPCB,26-12-2023 22:00,27.169338,78.03582,NO2,23,93,30
536,India,Uttar_Pradesh,Agra,Shahjahan Garden, UPPCB,26-12-2023 22:00,27.169338,78.03582,SO2,19,23,20
537,India,Uttar_Pradesh,Agra,Shastripuram, UPPCB,26-12-2023 22:00,27.19862,77.92066,NH3,2,3,3
538,India,Uttar_Pradesh,Baghpat,Sardar Patel Inter College, UPPCB,26-12-2023 22:00,28.964949,77.278761,OZONE,1,35,16
539,India,Uttar_Pradesh,Bareilly,Civil Lines, UPPCB,26-12-2023 22:00,28.359581,79.414455,PM2.5,84,238,113
540,India,Uttar_Pradesh,Bareilly,Rajendra 0gar, UPPCB,26-12-2023 22:00,28.38910936,79.42963708,PM2.5,91,188,120
541,India,Uttar_Pradesh,Bareilly,Rajendra 0gar, UPPCB,26-12-2023 22:00,28.38910936,79.42963708,OZONE,8,33,13
542,India,Uttar_Pradesh,Firozabad,0gla Bhau, UPPCB,26-12-2023 22:00,27.168897,78.37696,PM2.5,41,316,159
543,India,Uttar_Pradesh,Firozabad,0gla Bhau, UPPCB,26-12-2023 22:00,27.168897,78.37696,OZONE,11,85,19
544,India,Uttar_Pradesh,Ghaziabad,Indirapuram, UPPCB,26-12-2023 22:00,28.646233,77.358075,PM10,0,0,0
545,India,Uttar_Pradesh,Ghaziabad,Indirapuram, UPPCB,26-12-2023 22:00,28.646233,77.358075,CO,14,52,31
546,India,Uttar_Pradesh,Ghaziabad,Loni, UPPCB,26-12-2023 22:00,28.757294,77.278792,NH3,2,10,6
547,India,Uttar_Pradesh,Ghaziabad,Loni, UPPCB,26-12-2023 22:00,28.757294,77.278792,SO2,3,26,10
548,India,Uttar_Pradesh,Ghaziabad,Sanjay 0gar, UPPCB,26-12-2023 22:00,28.685382,77.453839,PM2.5,163,411,315
549,India,Uttar_Pradesh,Ghaziabad,Vasundhara, UPPCB,26-12-2023 22:00,28.6603346,77.3572563,PM2.5,172,448,345
550,India,Uttar_Pradesh,Ghaziabad,Vasundhara, UPPCB,26-12-2023 22:00,28.6603346,77.3572563,NH3,1,20,14
551,India,Uttar_Pradesh,Gorakhpur,Madan Mohan Malaviya University of Technology, UPPCB,26-12-2023 22:00,26.730136,83.433859,NH3,2,3,2
552,India,Uttar_Pradesh,Gorakhpur,Madan Mohan Malaviya University of Technology, UPPCB,26-12-2023 22:00,26.730136,83.433859,CO,36,62,38
553,India,Uttar_Pradesh,Greater Noida,Knowledge Park , UPPCB,26-12-2023 22:00,28.47272,77.482,PM2.5,153,405,324
554,India,Uttar_Pradesh,Greater Noida,Knowledge Park , UPPCB,26-12-2023 22:00,28.47272,77.482,SO2,11,27,18
555,India,Uttar_Pradesh,Greater Noida,Knowledge Park , UPPCB,26-12-2023 22:00,28.557054,77.453663,NO2,59,123,88
556,India,Uttar_Pradesh,Greater Noida,Knowledge Park , UPPCB,26-12-2023 22:00,28.557054,77.453663,NH3,15,19,16
557,India,Uttar_Pradesh,Greater Noida,Knowledge Park , UPPCB,26-12-2023 22:00,28.557054,77.453663,CO,18,121,89
558,India,Uttar_Pradesh,Greater Noida,Knowledge Park , UPPCB,26-12-2023 22:00,28.557054,77.453663,OZONE,1,126,47
559,India,Uttar_Pradesh,Hapur,A0nd Vihar, UPPCB,26-12-2023 22:00,28.725645,77.749675,PM10,132,408,220
560,India,Uttar_Pradesh,Hapur,A0nd Vihar, UPPCB,26-12-2023 22:00,28.725645,77.749675,NH3,9,15,11
561,India,Uttar_Pradesh,Jhansi,Shivaji 0gar, UPPCB,26-12-2023 22:00,25.4547,78.6039,NO2,13,106,37
562,India,Uttar_Pradesh,Kanpur,FTI Kidwai 0gar, UPPCB,26-12-2023 22:00,26.428282,80.327067,SO2,18,19,18
563,India,Uttar_Pradesh,Kanpur,NSI Kalyanpur, UPPCB,26-12-2023 22:00,26.509954,80.249612,PM2.5,48,317,137
564,India,Uttar_Pradesh,Kanpur,NSI Kalyanpur, UPPCB,26-12-2023 22:00,26.509954,80.249612,NO2,14,29,18
565,India,Uttar_Pradesh,Kanpur,Nehru 0gar, UPPCB,26-12-2023 22:00,26.4703136,80.3229863,CO,2,118,78
566,India,Uttar_Pradesh,Kanpur,Nehru 0gar, UPPCB,26-12-2023 22:00,26.4703136,80.3229863,OZONE,5,60,33
567,India,Uttar_Pradesh,Lucknow,Kendriya Vidyalaya, UPPCB,26-12-2023 22:00,26.906111,80.948222,NO2,7,25,15
568,India,Uttar_Pradesh,Lucknow,Kukrail Picnic Spot, UPPCB,26-12-2023 22:00,26.90723,80.98579,PM10,82,120,99
569,India,Uttar_Pradesh,Lucknow,Lalbagh, UPPCB,26-12-2023 22:00,26.8458805,80.9365541,NH3,18,34,22
570,India,Uttar_Pradesh,Lucknow,Lalbagh, CPCB,26-12-2023 22:00,26.8458805,80.9365541,OZONE,1,55,27
571,India,Uttar_Pradesh,Lucknow,Talkatora District Industries Center, CPCB,26-12-2023 22:00,26.83399722,80.8917361,PM2.5,255,367,315
572,India,Uttar_Pradesh,Lucknow,Talkatora District Industries Center, CPCB,26-12-2023 22:00,26.83399722,80.8917361,SO2,4,22,10
573,India,Uttar_Pradesh,Lucknow,Talkatora District Industries Center, CPCB,26-12-2023 22:00,26.83399722,80.8917361,OZONE,1,43,21
574,India,Uttar_Pradesh,Meerut,Pallavpuram Phase 2, UPPCB,26-12-2023 22:00,29.06351,77.709723,PM10,69,212,127
575,India,Uttar_Pradesh,Meerut,Pallavpuram Phase 2, UPPCB,26-12-2023 22:00,29.06351,77.709723,NO2,18,61,35
576,India,Uttar_Pradesh,Meerut,Pallavpuram Phase 2, UPPCB,26-12-2023 22:00,29.06351,77.709723,SO2,1,27,8
577,India,Uttar_Pradesh,Meerut,Pallavpuram Phase 2, UPPCB,26-12-2023 22:00,29.06351,77.709723,OZONE,7,27,15
578,India,Uttar_Pradesh,Moradabad,Buddhi Vihar, UPPCB,26-12-2023 22:00,28.83526,78.7446,NO2,17,24,23
579,India,Uttar_Pradesh,Moradabad,Buddhi Vihar, UPPCB,26-12-2023 22:00,28.83526,78.7446,NH3,8,10,9
580,India,Uttar_Pradesh,Moradabad,Buddhi Vihar, UPPCB,26-12-2023 22:00,28.83526,78.7446,SO2,16,22,19
581,India,Uttar_Pradesh,Moradabad,Buddhi Vihar, UPPCB,26-12-2023 22:00,28.83526,78.7446,CO,57,110,73
582,India,Uttar_Pradesh,Moradabad,Eco Herbal Park, UPPCB,26-12-2023 22:00,28.840739,78.697531,OZONE,2,92,35
583,India,Uttar_Pradesh,Moradabad,Jigar Colony, UPPCB,26-12-2023 22:00,28.856664,78.772638,PM10,109,300,149
584,India,Uttar_Pradesh,Moradabad,Kashiram 0gar, UPPCB,26-12-2023 22:00,28.849399,78.742362,CO,22,102,74
585,India,Uttar_Pradesh,Moradabad,Kashiram 0gar, UPPCB,26-12-2023 22:00,28.849399,78.742362,OZONE,15,132,34
586,India,Uttar_Pradesh,Moradabad,Transport 0gar, UPPCB,26-12-2023 22:00,28.802625,78.753728,PM10,76,236,137
587,India,Uttar_Pradesh,Moradabad,Transport 0gar, UPPCB,26-12-2023 22:00,28.802625,78.753728,SO2,40,43,41
588,India,Uttar_Pradesh,Moradabad,Transport 0gar, UPPCB,26-12-2023 22:00,28.802625,78.753728,CO,40,42,41
589,India,Uttar_Pradesh,Muzaffar0gar,New Mandi, UPPCB,26-12-2023 22:00,29.4723508,77.7194031,SO2,3,66,23
590,India,Uttar_Pradesh,Noida,Sector , IMD,26-12-2023 22:00,28.6245479,77.3577104,PM2.5,208,453,353
591,India,Uttar_Pradesh,Noida,Sector , IMD,26-12-2023 22:00,28.6245479,77.3577104,NO2,30,85,45
592,India,Uttar_Pradesh,Noida,Sector , IMD,26-12-2023 22:00,28.6245479,77.3577104,CO,78,106,93
593,India,Uttar_Pradesh,Noida,Sector, UPPCB,26-12-2023 22:00,28.5898,77.3101,NO2,0,0,0
594,India,Uttar_Pradesh,Noida,Sector, UPPCB,26-12-2023 22:00,28.56923,77.393848,PM10,142,414,260
595,India,Uttar_Pradesh,Noida,Sector, UPPCB,26-12-2023 22:00,28.56923,77.393848,SO2,1,22,11
596,India,Uttar_Pradesh,Noida,Sector, UPPCB,26-12-2023 22:00,28.56923,77.393848,CO,4,108,65
597,India,Uttar_Pradesh,Prayagraj,Jhunsi, UPPCB,26-12-2023 22:00,25.425602,81.917152,NH3,5,5,5
598,India,Uttar_Pradesh,Prayagraj,Jhunsi, UPPCB,26-12-2023 22:00,25.425602,81.917152,CO,28,104,63
599,India,Uttar_Pradesh,Prayagraj,Motilal Nehru NIT, UPPCB,26-12-2023 22:00,25.494,81.863,SO2,45,64,52
600,India,Uttar_Pradesh,Prayagraj,0gar Nigam, UPPCB,26-12-2023 22:00,25.44919916,81.82735986,PM2.5,77,242,142
601,India,Uttar_Pradesh,Prayagraj,0gar Nigam, UPPCB,26-12-2023 22:00,25.44919916,81.82735986,PM10,88,195,135
602,India,Uttar_Pradesh,Prayagraj,0gar Nigam, UPPCB,26-12-2023 22:00,25.44919916,81.82735986,SO2,33,69,50
603,India,Uttar_Pradesh,Vara0si,Ardhali Bazar, UPPCB,26-12-2023 22:00,25.3505986,82.9083074,NO2,26,44,34
604,India,Uttar_Pradesh,Vara0si,Bhelupur, UPPCB,26-12-2023 22:00,25.301778,82.996789,PM10,61,163,93
605,India,Uttar_Pradesh,Vara0si,Bhelupur, UPPCB,26-12-2023 22:00,25.301778,82.996789,NH3,2,3,2
606,India,Uttar_Pradesh,Vara0si,IESD Ba0ras Hindu University, UPPCB,26-12-2023 22:00,25.262326,82.995408,PM2.5,43,103,64
607,India,Uttar_Pradesh,Vara0si,IESD Ba0ras Hindu University, UPPCB,26-12-2023 22:00,25.262326,82.995408,PM10,46,110,75
608,India,Uttar_Pradesh,Vara0si,IESD Ba0ras Hindu University, UPPCB,26-12-2023 22:00,25.262326,82.995408,NO2,2,2,2
609,India,Uttar_Pradesh,Vara0si,Maldahiya, UPPCB,26-12-2023 22:00,25.32393,82.99687,PM2.5,34,79,61
610,India,Uttar_Pradesh,Vrindavan,Omex Eternity, UPPCB,26-12-2023 22:00,27.571409,77.655757,SO2,34,36,35
611,India,Uttar_Pradesh,Vrindavan,Omex Eternity, UPPCB,26-12-2023 22:00,27.571409,77.655757,OZONE,24,25,25
612,India,Uttarakhand,Rishikesh,Shivaji 0gar, UKPCB,26-12-2023 22:00,30.075911,78.2859547,PM10,60,99,78
613,India,Uttarakhand,Rishikesh,Shivaji 0gar, UKPCB,26-12-2023 22:00,30.075911,78.2859547,NH3,3,4,4
614,India,West_Bengal,Asansol,Asansol Court Area, WBPCB,26-12-2023 22:00,23.685297,86.945968,PM10,74,256,136
615,India,West_Bengal,Barrackpore,SVSPA Campus, WBPCB,26-12-2023 22:00,22.7605581,88.3617589,PM2.5,89,359,240
616,India,West_Bengal,Barrackpore,SVSPA Campus, WBPCB,26-12-2023 22:00,22.7605581,88.3617589,NH3,1,3,2
617,India,West_Bengal,Barrackpore,SVSPA Campus, WBPCB,26-12-2023 22:00,22.7605581,88.3617589,SO2,6,10,7
618,India,West_Bengal,Durgapur,Sidhu Kanhu Indoor Stadium, WBPCB,26-12-2023 22:00,23.5404352,87.2892225,PM2.5,59,148,84
619,India,West_Bengal,Durgapur,Sidhu Kanhu Indoor Stadium, WBPCB,26-12-2023 22:00,23.5404352,87.2892225,NO2,19,64,30
620,India,West_Bengal,Durgapur,Sidhu Kanhu Indoor Stadium, WBPCB,26-12-2023 22:00,23.5404352,87.2892225,SO2,30,35,33
621,India,West_Bengal,Howrah,Belur Math, WBPCB,26-12-2023 22:00,22.629801,88.352017,PM10,61,426,241
622,India,West_Bengal,Howrah,Belur Math, WBPCB,26-12-2023 22:00,22.629801,88.352017,CO,4,111,42
623,India,West_Bengal,Howrah,Padmapukur, WBPCB,26-12-2023 22:00,22.5687319,88.2797276,PM2.5,80,303,203
624,India,West_Bengal,Kolkata,Ballygunge, WBPCB,26-12-2023 22:00,22.5367507,88.3638022,NO2,31,137,78
625,India,West_Bengal,Kolkata,Ballygunge, WBPCB,26-12-2023 22:00,22.5367507,88.3638022,NH3,8,24,17
626,India,West_Bengal,Kolkata,Bidhan0gar, WBPCB,26-12-2023 22:00,22.58157048,88.41002457,NO2,16,59,36
627,India,West_Bengal,Kolkata,Fort William, WBPCB,26-12-2023 22:00,22.55664,88.342674,PM2.5,88,326,241
628,India,West_Bengal,Kolkata,Fort William, WBPCB,26-12-2023 22:00,22.55664,88.342674,NH3,8,14,11
629,India,West_Bengal,Kolkata,Jadavpur, WBPCB,26-12-2023 22:00,22.49929,88.36917,PM2.5,60,252,147
630,India,West_Bengal,Kolkata,Jadavpur, WBPCB,26-12-2023 22:00,22.49929,88.36917,SO2,5,7,6
631,India,West_Bengal,Kolkata,Victoria, WBPCB,26-12-2023 22:00,22.5448082,88.3403691,SO2,4,13,9
632,India,West_Bengal,Siliguri,Ward, WBPCB,26-12-2023 22:00,26.6879226,88.4152495,OZONE,7,76,34
633,India,Andhra_Pradesh,Amaravati,Secretariat, APPCB,26-12-2023 22:00,16.5150833,80.5181667,SO2,6,22,10
634,India,Andhra_Pradesh,Amaravati,Secretariat, APPCB,26-12-2023 22:00,16.5150833,80.5181667,CO,16,55,47
635,India,Andhra_Pradesh,A0ntapur,Gulzarpet, APPCB,26-12-2023 22:00,14.675886,77.593027,PM2.5,44,70,55
636,India,Andhra_Pradesh,Chittoor,Gangineni Cheruvu, APPCB,26-12-2023 22:00,13.20488,79.097889,PM2.5,21,83,46
637,India,Andhra_Pradesh,Chittoor,Gangineni Cheruvu, APPCB,26-12-2023 22:00,13.20488,79.097889,PM10,23,85,48
638,India,Andhra_Pradesh,Kadapa,Yerramukkapalli, APPCB,26-12-2023 22:00,14.465052,78.824187,NO2,12,23,15
639,India,Andhra_Pradesh,Kadapa,Yerramukkapalli, APPCB,26-12-2023 22:00,14.465052,78.824187,OZONE,8,49,35
640,India,Andhra_Pradesh,Rajamahendravaram,A0nd Kala Kshetram, APPCB,26-12-2023 22:00,16.9872867,81.7363176,SO2,12,34,19
641,India,Andhra_Pradesh,Rajamahendravaram,A0nd Kala Kshetram, APPCB,26-12-2023 22:00,16.9872867,81.7363176,OZONE,15,66,53
642,India,Andhra_Pradesh,Tirupati,Vaikuntapuram, APPCB,26-12-2023 22:00,13.615387,79.40923,NO2,16,31,21
643,India,Andhra_Pradesh,Vijayawada,Kanuru, APPCB,26-12-2023 22:00,16.486692,80.699436,NH3,0,0,0
644,India,Andhra_Pradesh,Vijayawada,Kanuru, APPCB,26-12-2023 22:00,16.486692,80.699436,SO2,0,0,0
645,India,Andhra_Pradesh,Vijayawada,Kanuru, APPCB,26-12-2023 22:00,16.486692,80.699436,CO,32,57,46
646,India,Andhra_Pradesh,Vijayawada,Kanuru, APPCB,26-12-2023 22:00,16.486692,80.699436,OZONE,27,28,27
647,India,Andhra_Pradesh,Vijayawada,Rajiv Gandhi Park, APPCB,26-12-2023 22:00,16.509717,80.612222,NH3,2,8,7
648,India,Andhra_Pradesh,Visakhapat0m,GVM Corporation, APPCB,26-12-2023 22:00,17.72,83.3,NH3,1,2,1
649,India,Aru0chal_Pradesh,0harlagun,0harlagun, APSPCB,26-12-2023 22:00,27.103358,93.679645,OZONE,2,2,2
650,India,Assam,Byrnihat,Central Academy for SFS, PCBA,26-12-2023 22:00,26.071318,91.87488,NH3,2,3,3
651,India,Assam,Guwahati,IITG, PCBA,26-12-2023 22:00,26.2028636,91.70046436,NO2,1,15,7
652,India,Assam,Guwahati,LGBI Airport, PCBA,26-12-2023 22:00,26.10887,91.589544,NO2,0,0,0
653,India,Assam,Guwahati,Pan Bazaar, PCBA,26-12-2023 22:00,26.1875,91.744194,PM2.5,40,323,182
654,India,Assam,Guwahati,Pan Bazaar, PCBA,26-12-2023 22:00,26.1875,91.744194,SO2,57,103,69
655,India,Assam,Guwahati,Railway Colony, PCBA,26-12-2023 22:00,26.181742,91.78063,PM2.5,0,0,0
656,India,Assam,Guwahati,Railway Colony, PCBA,26-12-2023 22:00,26.181742,91.78063,NO2,0,0,0
657,India,Assam,Guwahati,Railway Colony, PCBA,26-12-2023 22:00,26.181742,91.78063,CO,0,0,0
658,India,Assam,0lbari,Bata Chowk, PCBA,26-12-2023 22:00,26.446912,91.439057,CO,7,126,99
659,India,Assam,Silchar,Tarapur, PCBA,26-12-2023 22:00,24.82827,92.79525,PM10,35,39,37
660,India,Assam,Sivasagar,Girls College, PCBA,26-12-2023 22:00,26.987634,94.636574,PM2.5,17,54,38
661,India,Assam,Sivasagar,Girls College, PCBA,26-12-2023 22:00,26.987634,94.636574,PM10,36,89,56
662,India,Bihar,Araria,Kharahiya Basti, BSPCB,26-12-2023 22:00,26.146529,87.454184,NH3,6,9,7
663,India,Bihar,Araria,Kharahiya Basti, BSPCB,26-12-2023 22:00,26.146529,87.454184,SO2,16,18,17
664,India,Bihar,Aurangabad,Gurdeo 0gar, BSPCB,26-12-2023 22:00,24.75746,84.366208,PM10,65,291,118
665,India,Bihar,Aurangabad,Gurdeo 0gar, BSPCB,26-12-2023 22:00,24.75746,84.366208,NH3,1,10,2
666,India,Bihar,Aurangabad,Gurdeo 0gar, BSPCB,26-12-2023 22:00,24.75746,84.366208,SO2,0,0,0
667,India,Bihar,Bettiah,Kamal0th 0gar, BSPCB,26-12-2023 22:00,26.80365,84.51954,NH3,3,3,3
668,India,Bihar,Bettiah,Kamal0th 0gar, BSPCB,26-12-2023 22:00,26.80365,84.51954,OZONE,7,13,10
669,India,Bihar,Bhagalpur,DM Office_Kachari Chowk, BSPCB,26-12-2023 22:00,25.251013,86.989001,OZONE,16,38,25
670,India,Bihar,Bhagalpur,Mayaganj, BSPCB,26-12-2023 22:00,25.265194,87.012947,NO2,6,33,14
671,India,Bihar,Bhagalpur,Mayaganj, BSPCB,26-12-2023 22:00,25.265194,87.012947,CO,6,11,9
672,India,Bihar,Bhagalpur,Mayaganj, BSPCB,26-12-2023 22:00,25.265194,87.012947,OZONE,11,59,42
673,India,Bihar,Bihar Sharif,D M Colony, BSPCB,26-12-2023 22:00,25.204762,85.51496,PM2.5,42,200,75
674,India,Bihar,Bihar Sharif,D M Colony, BSPCB,26-12-2023 22:00,25.204762,85.51496,PM10,106,340,160
675,India,Bihar,Chhapra,Darshan 0gar, BSPCB,26-12-2023 22:00,25.7808257,84.7446768,NH3,2,4,3
676,India,Bihar,Gaya,Kareemganj, BSPCB,26-12-2023 22:00,24.792403,84.992416,PM2.5,50,240,109
677,India,Bihar,Gaya,Kareemganj, BSPCB,26-12-2023 22:00,24.792403,84.992416,SO2,7,11,9
678,India,Bihar,Gaya,Kareemganj, BSPCB,26-12-2023 22:00,24.792403,84.992416,CO,6,107,48
679,India,Bihar,Gaya,SFTI Kusdihra, BSPCB,26-12-2023 22:00,24.762518,84.982348,SO2,6,10,9
680,India,Bihar,Hajipur,Industrial Area, BSPCB,26-12-2023 22:00,25.697189,85.2459,PM2.5,47,136,68
681,India,Bihar,Katihar,Mirchaibari, BSPCB,26-12-2023 22:00,25.560083,87.553265,NO2,26,41,33
682,India,Bihar,Katihar,Mirchaibari, BSPCB,26-12-2023 22:00,25.560083,87.553265,NH3,3,6,4
683,India,Bihar,Katihar,Mirchaibari, BSPCB,26-12-2023 22:00,25.560083,87.553265,CO,27,34,33
684,India,Bihar,Manguraha,Forest Rest House, BSPCB,26-12-2023 22:00,27.308328,84.531742,PM2.5,17,88,35
685,India,Bihar,Manguraha,Forest Rest House, BSPCB,26-12-2023 22:00,27.308328,84.531742,NO2,0,0,0
686,India,Bihar,Manguraha,Forest Rest House, BSPCB,26-12-2023 22:00,27.308328,84.531742,NH3,3,3,3
687,India,Bihar,Munger,Town Hall, BSPCB,26-12-2023 22:00,25.376776,86.471523,NO2,0,0,0
688,India,Bihar,Muzaffarpur,MIT, BSPCB,26-12-2023 22:00,26.1403345,85.3650192,CO,1,102,87
689,India,Bihar,Pat0,DRM Office Da0pur, BSPCB,26-12-2023 22:00,25.586562,85.043586,SO2,6,8,7
690,India,Bihar,Pat0,Govt. High School Shikarpur, BSPCB,26-12-2023 22:00,25.592539,85.227158,NO2,12,29,20
691,India,Bihar,Pat0,Govt. High School Shikarpur, BSPCB,26-12-2023 22:00,25.592539,85.227158,NH3,2,7,5
692,India,Bihar,Pat0,IGSC Planetarium Complex, BSPCB,26-12-2023 22:00,25.610369,85.132568,NO2,9,9,9
