revision_number,date,region,Residence,divorce_count,region_code
r_1,2000,Total for the country,Total,10578,BG
r_1,2000,Total for the country,City/Urban,9024,BG
r_1,2000,Total for the country,Rural,1554,BG
r_1,2001,Total for the country,Total,10275,BG
r_1,2001,Total for the country,City/Urban,8771,BG
r_1,2001,Total for the country,Rural,1504,BG
r_1,2002,Total for the country,Total,10203,BG
r_1,2002,Total for the country,City/Urban,8618,BG
r_1,2002,Total for the country,Rural,1585,BG
r_1,2003,Total for the country,Total,12003,BG
r_1,2003,Total for the country,City/Urban,9976,BG
r_1,2003,Total for the country,Rural,2027,BG
r_1,2004,Total for the country,Total,14669,BG
r_1,2004,Total for the country,City/Urban,11811,BG
r_1,2004,Total for the country,Rural,2858,BG
r_1,2005,Total for the country,Total,14676,BG
r_1,2005,Total for the country,City/Urban,11813,BG
r_1,2005,Total for the country,Rural,2863,BG
r_1,2006,Total for the country,Total,14828,BG
r_1,2006,Total for the country,City/Urban,12160,BG
r_1,2006,Total for the country,Rural,2668,BG
r_1,2007,Total for the country,Total,16347,BG
r_1,2007,Total for the country,City/Urban,13672,BG
r_1,2007,Total for the country,Rural,2675,BG
r_1,2008,Total for the country,Total,14104,BG
r_1,2008,Total for the country,City/Urban,11515,BG
r_1,2008,Total for the country,Rural,2589,BG
r_1,2009,Total for the country,Total,11662,BG
r_1,2009,Total for the country,City/Urban,9640,BG
r_1,2009,Total for the country,Rural,2022,BG
r_1,2010,Total for the country,Total,11012,BG
r_1,2010,Total for the country,City/Urban,9254,BG
r_1,2010,Total for the country,Rural,1758,BG
r_1,2011,Total for the country,Total,10581,BG
r_1,2011,Total for the country,City/Urban,8849,BG
r_1,2011,Total for the country,Rural,1732,BG
r_1,2012,Total for the country,Total,11947,BG
r_1,2012,Total for the country,City/Urban,9861,BG
r_1,2012,Total for the country,Rural,2086,BG
r_1,2013,Total for the country,Total,10908,BG
r_1,2013,Total for the country,City/Urban,9058,BG
r_1,2013,Total for the country,Rural,1850,BG
r_1,2014,Total for the country,Total,10584,BG
r_1,2014,Total for the country,City/Urban,8680,BG
r_1,2014,Total for the country,Rural,1904,BG
r_1,2000,Severna i Yugoiztochna Bulgaria,Total,5710,BG3
r_1,2000,Severna i Yugoiztochna Bulgaria,City/Urban,4680,BG3
r_1,2000,Severna i Yugoiztochna Bulgaria,Rural,1030,BG3
r_1,2001,Severna i Yugoiztochna Bulgaria,Total,5727,BG3
r_1,2001,Severna i Yugoiztochna Bulgaria,City/Urban,4703,BG3
r_1,2001,Severna i Yugoiztochna Bulgaria,Rural,1024,BG3
r_1,2002,Severna i Yugoiztochna Bulgaria,Total,5556,BG3
r_1,2002,Severna i Yugoiztochna Bulgaria,City/Urban,4522,BG3
r_1,2002,Severna i Yugoiztochna Bulgaria,Rural,1034,BG3
r_1,2003,Severna i Yugoiztochna Bulgaria,Total,6562,BG3
r_1,2003,Severna i Yugoiztochna Bulgaria,City/Urban,5189,BG3
r_1,2003,Severna i Yugoiztochna Bulgaria,Rural,1373,BG3
r_1,2004,Severna i Yugoiztochna Bulgaria,Total,8444,BG3
r_1,2004,Severna i Yugoiztochna Bulgaria,City/Urban,6453,BG3
r_1,2004,Severna i Yugoiztochna Bulgaria,Rural,1991,BG3
r_1,2005,Severna i Yugoiztochna Bulgaria,Total,8055,BG3
r_1,2005,Severna i Yugoiztochna Bulgaria,City/Urban,6164,BG3
r_1,2005,Severna i Yugoiztochna Bulgaria,Rural,1891,BG3
r_1,2006,Severna i Yugoiztochna Bulgaria,Total,7984,BG3
r_1,2006,Severna i Yugoiztochna Bulgaria,City/Urban,6230,BG3
r_1,2006,Severna i Yugoiztochna Bulgaria,Rural,1754,BG3
r_1,2007,Severna i Yugoiztochna Bulgaria,Total,7707,BG3
r_1,2007,Severna i Yugoiztochna Bulgaria,City/Urban,6066,BG3
r_1,2007,Severna i Yugoiztochna Bulgaria,Rural,1641,BG3
r_1,2008,Severna i Yugoiztochna Bulgaria,Total,7775,BG3
r_1,2008,Severna i Yugoiztochna Bulgaria,City/Urban,6068,BG3
r_1,2008,Severna i Yugoiztochna Bulgaria,Rural,1707,BG3
r_1,2009,Severna i Yugoiztochna Bulgaria,Total,6308,BG3
r_1,2009,Severna i Yugoiztochna Bulgaria,City/Urban,5050,BG3
r_1,2009,Severna i Yugoiztochna Bulgaria,Rural,1258,BG3
r_1,2010,Severna i Yugoiztochna Bulgaria,Total,5571,BG3
r_1,2010,Severna i Yugoiztochna Bulgaria,City/Urban,4520,BG3
r_1,2010,Severna i Yugoiztochna Bulgaria,Rural,1051,BG3
r_1,2011,Severna i Yugoiztochna Bulgaria,Total,5401,BG3
r_1,2011,Severna i Yugoiztochna Bulgaria,City/Urban,4359,BG3
r_1,2011,Severna i Yugoiztochna Bulgaria,Rural,1042,BG3
r_1,2012,Severna i Yugoiztochna Bulgaria,Total,6157,BG3
r_1,2012,Severna i Yugoiztochna Bulgaria,City/Urban,4948,BG3
r_1,2012,Severna i Yugoiztochna Bulgaria,Rural,1209,BG3
r_1,2013,Severna i Yugoiztochna Bulgaria,Total,5575,BG3
r_1,2013,Severna i Yugoiztochna Bulgaria,City/Urban,4509,BG3
r_1,2013,Severna i Yugoiztochna Bulgaria,Rural,1066,BG3
r_1,2014,Severna i Yugoiztochna Bulgaria,Total,5537,BG3
r_1,2014,Severna i Yugoiztochna Bulgaria,City/Urban,4412,BG3
r_1,2014,Severna i Yugoiztochna Bulgaria,Rural,1125,BG3
r_1,2000,Severozapaden,Total,1222,BG31
r_1,2000,Severozapaden,City/Urban,961,BG31
r_1,2000,Severozapaden,Rural,261,BG31
r_1,2001,Severozapaden,Total,1284,BG31
r_1,2001,Severozapaden,City/Urban,1016,BG31
r_1,2001,Severozapaden,Rural,268,BG31
r_1,2002,Severozapaden,Total,1270,BG31
r_1,2002,Severozapaden,City/Urban,991,BG31
r_1,2002,Severozapaden,Rural,279,BG31
r_1,2003,Severozapaden,Total,1517,BG31
r_1,2003,Severozapaden,City/Urban,1149,BG31
r_1,2003,Severozapaden,Rural,368,BG31
r_1,2004,Severozapaden,Total,2198,BG31
r_1,2004,Severozapaden,City/Urban,1608,BG31
r_1,2004,Severozapaden,Rural,590,BG31
r_1,2005,Severozapaden,Total,2248,BG31
r_1,2005,Severozapaden,City/Urban,1621,BG31
r_1,2005,Severozapaden,Rural,627,BG31
r_1,2006,Severozapaden,Total,1973,BG31
r_1,2006,Severozapaden,City/Urban,1471,BG31
r_1,2006,Severozapaden,Rural,502,BG31
r_1,2007,Severozapaden,Total,1726,BG31
r_1,2007,Severozapaden,City/Urban,1281,BG31
r_1,2007,Severozapaden,Rural,445,BG31
r_1,2008,Severozapaden,Total,1711,BG31
r_1,2008,Severozapaden,City/Urban,1266,BG31
r_1,2008,Severozapaden,Rural,445,BG31
r_1,2009,Severozapaden,Total,1402,BG31
r_1,2009,Severozapaden,City/Urban,1069,BG31
r_1,2009,Severozapaden,Rural,333,BG31
r_1,2010,Severozapaden,Total,1104,BG31
r_1,2010,Severozapaden,City/Urban,837,BG31
r_1,2010,Severozapaden,Rural,267,BG31
r_1,2011,Severozapaden,Total,1144,BG31
r_1,2011,Severozapaden,City/Urban,879,BG31
r_1,2011,Severozapaden,Rural,265,BG31
r_1,2012,Severozapaden,Total,1190,BG31
r_1,2012,Severozapaden,City/Urban,893,BG31
r_1,2012,Severozapaden,Rural,297,BG31
r_1,2013,Severozapaden,Total,1164,BG31
r_1,2013,Severozapaden,City/Urban,878,BG31
r_1,2013,Severozapaden,Rural,286,BG31
r_1,2014,Severozapaden,Total,1127,BG31
r_1,2014,Severozapaden,City/Urban,835,BG31
r_1,2014,Severozapaden,Rural,292,BG31
r_1,2000,Vidin,Total,203,VID
r_1,2000,Vidin,City/Urban,159,VID
r_1,2000,Vidin,Rural,44,VID
r_1,2001,Vidin,Total,166,VID
r_1,2001,Vidin,City/Urban,132,VID
r_1,2001,Vidin,Rural,34,VID
r_1,2002,Vidin,Total,228,VID
r_1,2002,Vidin,City/Urban,180,VID
r_1,2002,Vidin,Rural,48,VID
r_1,2003,Vidin,Total,255,VID
r_1,2003,Vidin,City/Urban,193,VID
r_1,2003,Vidin,Rural,62,VID
r_1,2004,Vidin,Total,408,VID
r_1,2004,Vidin,City/Urban,302,VID
r_1,2004,Vidin,Rural,106,VID
r_1,2005,Vidin,Total,362,VID
r_1,2005,Vidin,City/Urban,262,VID
r_1,2005,Vidin,Rural,100,VID
r_1,2006,Vidin,Total,298,VID
r_1,2006,Vidin,City/Urban,234,VID
r_1,2006,Vidin,Rural,64,VID
r_1,2007,Vidin,Total,257,VID
r_1,2007,Vidin,City/Urban,186,VID
r_1,2007,Vidin,Rural,71,VID
r_1,2008,Vidin,Total,202,VID
r_1,2008,Vidin,City/Urban,155,VID
r_1,2008,Vidin,Rural,47,VID
r_1,2009,Vidin,Total,194,VID
r_1,2009,Vidin,City/Urban,147,VID
r_1,2009,Vidin,Rural,47,VID
r_1,2010,Vidin,Total,139,VID
r_1,2010,Vidin,City/Urban,115,VID
r_1,2010,Vidin,Rural,24,VID
r_1,2011,Vidin,Total,123,VID
r_1,2011,Vidin,City/Urban,97,VID
r_1,2011,Vidin,Rural,26,VID
r_1,2012,Vidin,Total,136,VID
r_1,2012,Vidin,City/Urban,102,VID
r_1,2012,Vidin,Rural,34,VID
r_1,2013,Vidin,Total,133,VID
r_1,2013,Vidin,City/Urban,109,VID
r_1,2013,Vidin,Rural,24,VID
r_1,2014,Vidin,Total,122,VID
r_1,2014,Vidin,City/Urban,97,VID
r_1,2014,Vidin,Rural,25,VID
r_1,2000,Belogradchik,Total,12,VID01
r_1,2000,Belogradchik,City/Urban,10,VID01
r_1,2000,Belogradchik,Rural,2,VID01
r_1,2001,Belogradchik,Total,16,VID01
r_1,2001,Belogradchik,City/Urban,16,VID01
r_1,2001,Belogradchik,Rural,-,VID01
r_1,2002,Belogradchik,Total,13,VID01
r_1,2002,Belogradchik,City/Urban,12,VID01
r_1,2002,Belogradchik,Rural,1,VID01
r_1,2003,Belogradchik,Total,13,VID01
r_1,2003,Belogradchik,City/Urban,11,VID01
r_1,2003,Belogradchik,Rural,2,VID01
r_1,2004,Belogradchik,Total,27,VID01
r_1,2004,Belogradchik,City/Urban,25,VID01
r_1,2004,Belogradchik,Rural,2,VID01
r_1,2005,Belogradchik,Total,26,VID01
r_1,2005,Belogradchik,City/Urban,21,VID01
r_1,2005,Belogradchik,Rural,5,VID01
r_1,2006,Belogradchik,Total,23,VID01
r_1,2006,Belogradchik,City/Urban,18,VID01
r_1,2006,Belogradchik,Rural,5,VID01
r_1,2007,Belogradchik,Total,21,VID01
r_1,2007,Belogradchik,City/Urban,18,VID01
r_1,2007,Belogradchik,Rural,3,VID01
r_1,2008,Belogradchik,Total,6,VID01
r_1,2008,Belogradchik,City/Urban,5,VID01
r_1,2008,Belogradchik,Rural,1,VID01
r_1,2009,Belogradchik,Total,11,VID01
r_1,2009,Belogradchik,City/Urban,9,VID01
r_1,2009,Belogradchik,Rural,2,VID01
r_1,2010,Belogradchik,Total,8,VID01
r_1,2010,Belogradchik,City/Urban,6,VID01
r_1,2010,Belogradchik,Rural,2,VID01
r_1,2011,Belogradchik,Total,9,VID01
r_1,2011,Belogradchik,City/Urban,7,VID01
r_1,2011,Belogradchik,Rural,2,VID01
r_1,2012,Belogradchik,Total,8,VID01
r_1,2012,Belogradchik,City/Urban,8,VID01
r_1,2012,Belogradchik,Rural,-,VID01
r_1,2013,Belogradchik,Total,9,VID01
r_1,2013,Belogradchik,City/Urban,9,VID01
r_1,2013,Belogradchik,Rural,-,VID01
r_1,2014,Belogradchik,Total,5,VID01
r_1,2014,Belogradchik,City/Urban,5,VID01
r_1,2014,Belogradchik,Rural,-,VID01
r_1,2000,Boynitsa,Total,-,VID03
r_1,2000,Boynitsa,City/Urban,-,VID03
r_1,2000,Boynitsa,Rural,-,VID03
r_1,2001,Boynitsa,Total,-,VID03
r_1,2001,Boynitsa,City/Urban,-,VID03
r_1,2001,Boynitsa,Rural,-,VID03
r_1,2002,Boynitsa,Total,-,VID03
r_1,2002,Boynitsa,City/Urban,-,VID03
r_1,2002,Boynitsa,Rural,-,VID03
r_1,2003,Boynitsa,Total,2,VID03
r_1,2003,Boynitsa,City/Urban,-,VID03
r_1,2003,Boynitsa,Rural,2,VID03
r_1,2004,Boynitsa,Total,3,VID03
r_1,2004,Boynitsa,City/Urban,-,VID03
r_1,2004,Boynitsa,Rural,3,VID03
r_1,2005,Boynitsa,Total,4,VID03
r_1,2005,Boynitsa,City/Urban,-,VID03
r_1,2005,Boynitsa,Rural,4,VID03
r_1,2006,Boynitsa,Total,2,VID03
r_1,2006,Boynitsa,City/Urban,-,VID03
r_1,2006,Boynitsa,Rural,2,VID03
r_1,2007,Boynitsa,Total,4,VID03
r_1,2007,Boynitsa,City/Urban,-,VID03
r_1,2007,Boynitsa,Rural,4,VID03
r_1,2008,Boynitsa,Total,1,VID03
r_1,2008,Boynitsa,City/Urban,-,VID03
r_1,2008,Boynitsa,Rural,1,VID03
r_1,2009,Boynitsa,Total,1,VID03
r_1,2009,Boynitsa,City/Urban,-,VID03
r_1,2009,Boynitsa,Rural,1,VID03
r_1,2010,Boynitsa,Total,-,VID03
r_1,2010,Boynitsa,City/Urban,-,VID03
r_1,2010,Boynitsa,Rural,-,VID03
r_1,2011,Boynitsa,Total,1,VID03
r_1,2011,Boynitsa,City/Urban,-,VID03
r_1,2011,Boynitsa,Rural,1,VID03
r_1,2012,Boynitsa,Total,3,VID03
r_1,2012,Boynitsa,City/Urban,-,VID03
r_1,2012,Boynitsa,Rural,3,VID03
r_1,2013,Boynitsa,Total,-,VID03
r_1,2013,Boynitsa,City/Urban,-,VID03
r_1,2013,Boynitsa,Rural,-,VID03
r_1,2014,Boynitsa,Total,1,VID03
r_1,2014,Boynitsa,City/Urban,-,VID03
r_1,2014,Boynitsa,Rural,1,VID03
r_1,2000,Bregovo,Total,8,VID06
r_1,2000,Bregovo,City/Urban,3,VID06
r_1,2000,Bregovo,Rural,5,VID06
r_1,2001,Bregovo,Total,7,VID06
r_1,2001,Bregovo,City/Urban,3,VID06
r_1,2001,Bregovo,Rural,4,VID06
r_1,2002,Bregovo,Total,8,VID06
r_1,2002,Bregovo,City/Urban,7,VID06
r_1,2002,Bregovo,Rural,1,VID06
r_1,2003,Bregovo,Total,13,VID06
r_1,2003,Bregovo,City/Urban,5,VID06
r_1,2003,Bregovo,Rural,8,VID06
r_1,2004,Bregovo,Total,20,VID06
r_1,2004,Bregovo,City/Urban,11,VID06
r_1,2004,Bregovo,Rural,9,VID06
r_1,2005,Bregovo,Total,15,VID06
r_1,2005,Bregovo,City/Urban,9,VID06
r_1,2005,Bregovo,Rural,6,VID06
r_1,2006,Bregovo,Total,5,VID06
r_1,2006,Bregovo,City/Urban,3,VID06
r_1,2006,Bregovo,Rural,2,VID06
r_1,2007,Bregovo,Total,17,VID06
r_1,2007,Bregovo,City/Urban,9,VID06
r_1,2007,Bregovo,Rural,8,VID06
r_1,2008,Bregovo,Total,9,VID06
r_1,2008,Bregovo,City/Urban,1,VID06
r_1,2008,Bregovo,Rural,8,VID06
r_1,2009,Bregovo,Total,12,VID06
r_1,2009,Bregovo,City/Urban,5,VID06
r_1,2009,Bregovo,Rural,7,VID06
r_1,2010,Bregovo,Total,4,VID06
r_1,2010,Bregovo,City/Urban,1,VID06
r_1,2010,Bregovo,Rural,3,VID06
r_1,2011,Bregovo,Total,6,VID06
r_1,2011,Bregovo,City/Urban,3,VID06
r_1,2011,Bregovo,Rural,3,VID06
r_1,2012,Bregovo,Total,6,VID06
r_1,2012,Bregovo,City/Urban,2,VID06
r_1,2012,Bregovo,Rural,4,VID06
r_1,2013,Bregovo,Total,12,VID06
r_1,2013,Bregovo,City/Urban,5,VID06
r_1,2013,Bregovo,Rural,7,VID06
r_1,2014,Bregovo,Total,4,VID06
r_1,2014,Bregovo,City/Urban,3,VID06
r_1,2014,Bregovo,Rural,1,VID06
r_1,2000,Vidin,Total,153,VID09
r_1,2000,Vidin,City/Urban,140,VID09
r_1,2000,Vidin,Rural,13,VID09
r_1,2001,Vidin,Total,120,VID09
r_1,2001,Vidin,City/Urban,110,VID09
r_1,2001,Vidin,Rural,10,VID09
r_1,2002,Vidin,Total,179,VID09
r_1,2002,Vidin,City/Urban,157,VID09
r_1,2002,Vidin,Rural,22,VID09
r_1,2003,Vidin,Total,185,VID09
r_1,2003,Vidin,City/Urban,167,VID09
r_1,2003,Vidin,Rural,18,VID09
r_1,2004,Vidin,Total,278,VID09
r_1,2004,Vidin,City/Urban,249,VID09
r_1,2004,Vidin,Rural,29,VID09
r_1,2005,Vidin,Total,234,VID09
r_1,2005,Vidin,City/Urban,206,VID09
r_1,2005,Vidin,Rural,28,VID09
r_1,2006,Vidin,Total,218,VID09
r_1,2006,Vidin,City/Urban,201,VID09
r_1,2006,Vidin,Rural,17,VID09
r_1,2007,Vidin,Total,164,VID09
r_1,2007,Vidin,City/Urban,149,VID09
r_1,2007,Vidin,Rural,15,VID09
r_1,2008,Vidin,Total,157,VID09
r_1,2008,Vidin,City/Urban,140,VID09
r_1,2008,Vidin,Rural,17,VID09
r_1,2009,Vidin,Total,139,VID09
r_1,2009,Vidin,City/Urban,127,VID09
r_1,2009,Vidin,Rural,12,VID09
r_1,2010,Vidin,Total,111,VID09
r_1,2010,Vidin,City/Urban,103,VID09
r_1,2010,Vidin,Rural,8,VID09
r_1,2011,Vidin,Total,85,VID09
r_1,2011,Vidin,City/Urban,79,VID09
r_1,2011,Vidin,Rural,6,VID09
r_1,2012,Vidin,Total,103,VID09
r_1,2012,Vidin,City/Urban,90,VID09
r_1,2012,Vidin,Rural,13,VID09
r_1,2013,Vidin,Total,99,VID09
r_1,2013,Vidin,City/Urban,89,VID09
r_1,2013,Vidin,Rural,10,VID09
r_1,2014,Vidin,Total,90,VID09
r_1,2014,Vidin,City/Urban,80,VID09
r_1,2014,Vidin,Rural,10,VID09
r_1,2000,Gramada,Total,2,VID15
r_1,2000,Gramada,City/Urban,1,VID15
r_1,2000,Gramada,Rural,1,VID15
r_1,2001,Gramada,Total,1,VID15
r_1,2001,Gramada,City/Urban,1,VID15
r_1,2001,Gramada,Rural,-,VID15
r_1,2002,Gramada,Total,3,VID15
r_1,2002,Gramada,City/Urban,3,VID15
r_1,2002,Gramada,Rural,-,VID15
r_1,2003,Gramada,Total,-,VID15
r_1,2003,Gramada,City/Urban,-,VID15
r_1,2003,Gramada,Rural,-,VID15
r_1,2004,Gramada,Total,5,VID15
r_1,2004,Gramada,City/Urban,2,VID15
r_1,2004,Gramada,Rural,3,VID15
r_1,2005,Gramada,Total,7,VID15
r_1,2005,Gramada,City/Urban,6,VID15
r_1,2005,Gramada,Rural,1,VID15
r_1,2006,Gramada,Total,4,VID15
r_1,2006,Gramada,City/Urban,1,VID15
r_1,2006,Gramada,Rural,3,VID15
r_1,2007,Gramada,Total,2,VID15
r_1,2007,Gramada,City/Urban,2,VID15
r_1,2007,Gramada,Rural,-,VID15
r_1,2008,Gramada,Total,5,VID15
r_1,2008,Gramada,City/Urban,5,VID15
r_1,2008,Gramada,Rural,-,VID15
r_1,2009,Gramada,Total,1,VID15
r_1,2009,Gramada,City/Urban,-,VID15
r_1,2009,Gramada,Rural,1,VID15
r_1,2010,Gramada,Total,4,VID15
r_1,2010,Gramada,City/Urban,3,VID15
r_1,2010,Gramada,Rural,1,VID15
r_1,2011,Gramada,Total,-,VID15
r_1,2011,Gramada,City/Urban,-,VID15
r_1,2011,Gramada,Rural,-,VID15
r_1,2012,Gramada,Total,2,VID15
r_1,2012,Gramada,City/Urban,-,VID15
r_1,2012,Gramada,Rural,2,VID15
r_1,2013,Gramada,Total,2,VID15
r_1,2013,Gramada,City/Urban,1,VID15
r_1,2013,Gramada,Rural,1,VID15
r_1,2014,Gramada,Total,4,VID15
r_1,2014,Gramada,City/Urban,3,VID15
r_1,2014,Gramada,Rural,1,VID15
r_1,2000,Dimovo,Total,10,VID16
r_1,2000,Dimovo,City/Urban,2,VID16
r_1,2000,Dimovo,Rural,8,VID16
r_1,2001,Dimovo,Total,6,VID16
r_1,2001,Dimovo,City/Urban,-,VID16
r_1,2001,Dimovo,Rural,6,VID16
r_1,2002,Dimovo,Total,10,VID16
r_1,2002,Dimovo,City/Urban,1,VID16
r_1,2002,Dimovo,Rural,9,VID16
r_1,2003,Dimovo,Total,14,VID16
r_1,2003,Dimovo,City/Urban,4,VID16
r_1,2003,Dimovo,Rural,10,VID16
r_1,2004,Dimovo,Total,27,VID16
r_1,2004,Dimovo,City/Urban,6,VID16
r_1,2004,Dimovo,Rural,21,VID16
r_1,2005,Dimovo,Total,23,VID16
r_1,2005,Dimovo,City/Urban,7,VID16
r_1,2005,Dimovo,Rural,16,VID16
r_1,2006,Dimovo,Total,10,VID16
r_1,2006,Dimovo,City/Urban,1,VID16
r_1,2006,Dimovo,Rural,9,VID16
r_1,2007,Dimovo,Total,9,VID16
r_1,2007,Dimovo,City/Urban,2,VID16
r_1,2007,Dimovo,Rural,7,VID16
r_1,2008,Dimovo,Total,6,VID16
r_1,2008,Dimovo,City/Urban,-,VID16
r_1,2008,Dimovo,Rural,6,VID16
r_1,2009,Dimovo,Total,8,VID16
r_1,2009,Dimovo,City/Urban,3,VID16
r_1,2009,Dimovo,Rural,5,VID16
r_1,2010,Dimovo,Total,4,VID16
r_1,2010,Dimovo,City/Urban,-,VID16
r_1,2010,Dimovo,Rural,4,VID16
r_1,2011,Dimovo,Total,9,VID16
r_1,2011,Dimovo,City/Urban,4,VID16
r_1,2011,Dimovo,Rural,5,VID16
r_1,2012,Dimovo,Total,6,VID16
r_1,2012,Dimovo,City/Urban,1,VID16
r_1,2012,Dimovo,Rural,5,VID16
r_1,2013,Dimovo,Total,3,VID16
r_1,2013,Dimovo,City/Urban,1,VID16
r_1,2013,Dimovo,Rural,2,VID16
r_1,2014,Dimovo,Total,8,VID16
r_1,2014,Dimovo,City/Urban,2,VID16
r_1,2014,Dimovo,Rural,6,VID16
r_1,2000,Kula,Total,6,VID22
r_1,2000,Kula,City/Urban,3,VID22
r_1,2000,Kula,Rural,3,VID22
r_1,2001,Kula,Total,3,VID22
r_1,2001,Kula,City/Urban,2,VID22
r_1,2001,Kula,Rural,1,VID22
r_1,2002,Kula,Total,1,VID22
r_1,2002,Kula,City/Urban,-,VID22
r_1,2002,Kula,Rural,1,VID22
r_1,2003,Kula,Total,8,VID22
r_1,2003,Kula,City/Urban,6,VID22
r_1,2003,Kula,Rural,2,VID22
r_1,2004,Kula,Total,10,VID22
r_1,2004,Kula,City/Urban,9,VID22
r_1,2004,Kula,Rural,1,VID22
r_1,2005,Kula,Total,17,VID22
r_1,2005,Kula,City/Urban,13,VID22
r_1,2005,Kula,Rural,4,VID22
r_1,2006,Kula,Total,14,VID22
r_1,2006,Kula,City/Urban,10,VID22
r_1,2006,Kula,Rural,4,VID22
r_1,2007,Kula,Total,10,VID22
r_1,2007,Kula,City/Urban,6,VID22
r_1,2007,Kula,Rural,4,VID22
r_1,2008,Kula,Total,6,VID22
r_1,2008,Kula,City/Urban,4,VID22
r_1,2008,Kula,Rural,2,VID22
r_1,2009,Kula,Total,7,VID22
r_1,2009,Kula,City/Urban,3,VID22
r_1,2009,Kula,Rural,4,VID22
r_1,2010,Kula,Total,2,VID22
r_1,2010,Kula,City/Urban,2,VID22
r_1,2010,Kula,Rural,-,VID22
r_1,2011,Kula,Total,5,VID22
r_1,2011,Kula,City/Urban,4,VID22
r_1,2011,Kula,Rural,1,VID22
r_1,2012,Kula,Total,2,VID22
r_1,2012,Kula,City/Urban,1,VID22
r_1,2012,Kula,Rural,1,VID22
r_1,2013,Kula,Total,5,VID22
r_1,2013,Kula,City/Urban,4,VID22
r_1,2013,Kula,Rural,1,VID22
r_1,2014,Kula,Total,5,VID22
r_1,2014,Kula,City/Urban,4,VID22
r_1,2014,Kula,Rural,1,VID22
r_1,2000,Makresh,Total,3,VID25
r_1,2000,Makresh,City/Urban,-,VID25
r_1,2000,Makresh,Rural,3,VID25
r_1,2001,Makresh,Total,1,VID25
r_1,2001,Makresh,City/Urban,-,VID25
r_1,2001,Makresh,Rural,1,VID25
r_1,2002,Makresh,Total,1,VID25
r_1,2002,Makresh,City/Urban,-,VID25
r_1,2002,Makresh,Rural,1,VID25
r_1,2003,Makresh,Total,6,VID25
r_1,2003,Makresh,City/Urban,-,VID25
r_1,2003,Makresh,Rural,6,VID25
r_1,2004,Makresh,Total,6,VID25
r_1,2004,Makresh,City/Urban,-,VID25
r_1,2004,Makresh,Rural,6,VID25
r_1,2005,Makresh,Total,4,VID25
r_1,2005,Makresh,City/Urban,-,VID25
r_1,2005,Makresh,Rural,4,VID25
r_1,2006,Makresh,Total,3,VID25
r_1,2006,Makresh,City/Urban,-,VID25
r_1,2006,Makresh,Rural,3,VID25
r_1,2007,Makresh,Total,5,VID25
r_1,2007,Makresh,City/Urban,-,VID25
r_1,2007,Makresh,Rural,5,VID25
r_1,2008,Makresh,Total,2,VID25
r_1,2008,Makresh,City/Urban,-,VID25
r_1,2008,Makresh,Rural,2,VID25
r_1,2009,Makresh,Total,3,VID25
r_1,2009,Makresh,City/Urban,-,VID25
r_1,2009,Makresh,Rural,3,VID25
r_1,2010,Makresh,Total,2,VID25
r_1,2010,Makresh,City/Urban,-,VID25
r_1,2010,Makresh,Rural,2,VID25
r_1,2011,Makresh,Total,1,VID25
r_1,2011,Makresh,City/Urban,-,VID25
r_1,2011,Makresh,Rural,1,VID25
r_1,2012,Makresh,Total,-,VID25
r_1,2012,Makresh,City/Urban,-,VID25
r_1,2012,Makresh,Rural,-,VID25
r_1,2013,Makresh,Total,-,VID25
r_1,2013,Makresh,City/Urban,-,VID25
r_1,2013,Makresh,Rural,-,VID25
r_1,2014,Makresh,Total,-,VID25
r_1,2014,Makresh,City/Urban,-,VID25
r_1,2014,Makresh,Rural,-,VID25
r_1,2000,Novo selo,Total,3,VID30
r_1,2000,Novo selo,City/Urban,-,VID30
r_1,2000,Novo selo,Rural,3,VID30
r_1,2001,Novo selo,Total,4,VID30
r_1,2001,Novo selo,City/Urban,-,VID30
r_1,2001,Novo selo,Rural,4,VID30
r_1,2002,Novo selo,Total,3,VID30
r_1,2002,Novo selo,City/Urban,-,VID30
r_1,2002,Novo selo,Rural,3,VID30
r_1,2003,Novo selo,Total,4,VID30
r_1,2003,Novo selo,City/Urban,-,VID30
r_1,2003,Novo selo,Rural,4,VID30
r_1,2004,Novo selo,Total,11,VID30
r_1,2004,Novo selo,City/Urban,-,VID30
r_1,2004,Novo selo,Rural,11,VID30
r_1,2005,Novo selo,Total,9,VID30
r_1,2005,Novo selo,City/Urban,-,VID30
r_1,2005,Novo selo,Rural,9,VID30
r_1,2006,Novo selo,Total,3,VID30
r_1,2006,Novo selo,City/Urban,-,VID30
r_1,2006,Novo selo,Rural,3,VID30
r_1,2007,Novo selo,Total,7,VID30
r_1,2007,Novo selo,City/Urban,-,VID30
r_1,2007,Novo selo,Rural,7,VID30
r_1,2008,Novo selo,Total,2,VID30
r_1,2008,Novo selo,City/Urban,-,VID30
r_1,2008,Novo selo,Rural,2,VID30
r_1,2009,Novo selo,Total,9,VID30
r_1,2009,Novo selo,City/Urban,-,VID30
r_1,2009,Novo selo,Rural,9,VID30
r_1,2010,Novo selo,Total,1,VID30
r_1,2010,Novo selo,City/Urban,-,VID30
r_1,2010,Novo selo,Rural,1,VID30
r_1,2011,Novo selo,Total,2,VID30
r_1,2011,Novo selo,City/Urban,-,VID30
r_1,2011,Novo selo,Rural,2,VID30
r_1,2012,Novo selo,Total,2,VID30
r_1,2012,Novo selo,City/Urban,-,VID30
