revision_number,date,region,Residence,divorce_count,region_code
r_1,2001,Septemvri,City/Urban,3,PAZ29
r_1,2001,Septemvri,Rural,8,PAZ29
r_1,2002,Septemvri,Total,18,PAZ29
r_1,2002,Septemvri,City/Urban,6,PAZ29
r_1,2002,Septemvri,Rural,12,PAZ29
r_1,2003,Septemvri,Total,27,PAZ29
r_1,2003,Septemvri,City/Urban,11,PAZ29
r_1,2003,Septemvri,Rural,16,PAZ29
r_1,2004,Septemvri,Total,28,PAZ29
r_1,2004,Septemvri,City/Urban,13,PAZ29
r_1,2004,Septemvri,Rural,15,PAZ29
r_1,2005,Septemvri,Total,29,PAZ29
r_1,2005,Septemvri,City/Urban,14,PAZ29
r_1,2005,Septemvri,Rural,15,PAZ29
r_1,2006,Septemvri,Total,34,PAZ29
r_1,2006,Septemvri,City/Urban,17,PAZ29
r_1,2006,Septemvri,Rural,17,PAZ29
r_1,2007,Septemvri,Total,32,PAZ29
r_1,2007,Septemvri,City/Urban,13,PAZ29
r_1,2007,Septemvri,Rural,19,PAZ29
r_1,2008,Septemvri,Total,29,PAZ29
r_1,2008,Septemvri,City/Urban,12,PAZ29
r_1,2008,Septemvri,Rural,17,PAZ29
r_1,2009,Septemvri,Total,28,PAZ29
r_1,2009,Septemvri,City/Urban,15,PAZ29
r_1,2009,Septemvri,Rural,13,PAZ29
r_1,2010,Septemvri,Total,27,PAZ29
r_1,2010,Septemvri,City/Urban,14,PAZ29
r_1,2010,Septemvri,Rural,13,PAZ29
r_1,2011,Septemvri,Total,25,PAZ29
r_1,2011,Septemvri,City/Urban,9,PAZ29
r_1,2011,Septemvri,Rural,16,PAZ29
r_1,2012,Septemvri,Total,34,PAZ29
r_1,2012,Septemvri,City/Urban,12,PAZ29
r_1,2012,Septemvri,Rural,22,PAZ29
r_1,2013,Septemvri,Total,17,PAZ29
r_1,2013,Septemvri,City/Urban,8,PAZ29
r_1,2013,Septemvri,Rural,9,PAZ29
r_1,2014,Septemvri,Total,21,PAZ29
r_1,2014,Septemvri,City/Urban,14,PAZ29
r_1,2014,Septemvri,Rural,7,PAZ29
r_1,2000,Strelcha,Total,5,PAZ32
r_1,2000,Strelcha,City/Urban,4,PAZ32
r_1,2000,Strelcha,Rural,1,PAZ32
r_1,2001,Strelcha,Total,6,PAZ32
r_1,2001,Strelcha,City/Urban,5,PAZ32
r_1,2001,Strelcha,Rural,1,PAZ32
r_1,2002,Strelcha,Total,6,PAZ32
r_1,2002,Strelcha,City/Urban,5,PAZ32
r_1,2002,Strelcha,Rural,1,PAZ32
r_1,2003,Strelcha,Total,4,PAZ32
r_1,2003,Strelcha,City/Urban,3,PAZ32
r_1,2003,Strelcha,Rural,1,PAZ32
r_1,2004,Strelcha,Total,6,PAZ32
r_1,2004,Strelcha,City/Urban,5,PAZ32
r_1,2004,Strelcha,Rural,1,PAZ32
r_1,2005,Strelcha,Total,14,PAZ32
r_1,2005,Strelcha,City/Urban,13,PAZ32
r_1,2005,Strelcha,Rural,1,PAZ32
r_1,2006,Strelcha,Total,5,PAZ32
r_1,2006,Strelcha,City/Urban,3,PAZ32
r_1,2006,Strelcha,Rural,2,PAZ32
r_1,2007,Strelcha,Total,7,PAZ32
r_1,2007,Strelcha,City/Urban,6,PAZ32
r_1,2007,Strelcha,Rural,1,PAZ32
r_1,2008,Strelcha,Total,7,PAZ32
r_1,2008,Strelcha,City/Urban,6,PAZ32
r_1,2008,Strelcha,Rural,1,PAZ32
r_1,2009,Strelcha,Total,4,PAZ32
r_1,2009,Strelcha,City/Urban,4,PAZ32
r_1,2009,Strelcha,Rural,-,PAZ32
r_1,2010,Strelcha,Total,3,PAZ32
r_1,2010,Strelcha,City/Urban,2,PAZ32
r_1,2010,Strelcha,Rural,1,PAZ32
r_1,2011,Strelcha,Total,5,PAZ32
r_1,2011,Strelcha,City/Urban,3,PAZ32
r_1,2011,Strelcha,Rural,2,PAZ32
r_1,2012,Strelcha,Total,4,PAZ32
r_1,2012,Strelcha,City/Urban,4,PAZ32
r_1,2012,Strelcha,Rural,-,PAZ32
r_1,2013,Strelcha,Total,7,PAZ32
r_1,2013,Strelcha,City/Urban,7,PAZ32
r_1,2013,Strelcha,Rural,-,PAZ32
r_1,2014,Strelcha,Total,10,PAZ32
r_1,2014,Strelcha,City/Urban,9,PAZ32
r_1,2014,Strelcha,Rural,1,PAZ32
r_1,2000,Plovdiv,Total,906,PDV
r_1,2000,Plovdiv,City/Urban,776,PDV
r_1,2000,Plovdiv,Rural,130,PDV
r_1,2001,Plovdiv,Total,829,PDV
r_1,2001,Plovdiv,City/Urban,713,PDV
r_1,2001,Plovdiv,Rural,116,PDV
r_1,2002,Plovdiv,Total,993,PDV
r_1,2002,Plovdiv,City/Urban,843,PDV
r_1,2002,Plovdiv,Rural,150,PDV
r_1,2003,Plovdiv,Total,1059,PDV
r_1,2003,Plovdiv,City/Urban,908,PDV
r_1,2003,Plovdiv,Rural,151,PDV
r_1,2004,Plovdiv,Total,1140,PDV
r_1,2004,Plovdiv,City/Urban,951,PDV
r_1,2004,Plovdiv,Rural,189,PDV
r_1,2005,Plovdiv,Total,1605,PDV
r_1,2005,Plovdiv,City/Urban,1325,PDV
r_1,2005,Plovdiv,Rural,280,PDV
r_1,2006,Plovdiv,Total,1501,PDV
r_1,2006,Plovdiv,City/Urban,1254,PDV
r_1,2006,Plovdiv,Rural,247,PDV
r_1,2007,Plovdiv,Total,1334,PDV
r_1,2007,Plovdiv,City/Urban,1115,PDV
r_1,2007,Plovdiv,Rural,219,PDV
r_1,2008,Plovdiv,Total,1301,PDV
r_1,2008,Plovdiv,City/Urban,1086,PDV
r_1,2008,Plovdiv,Rural,215,PDV
r_1,2009,Plovdiv,Total,1093,PDV
r_1,2009,Plovdiv,City/Urban,910,PDV
r_1,2009,Plovdiv,Rural,183,PDV
r_1,2010,Plovdiv,Total,1040,PDV
r_1,2010,Plovdiv,City/Urban,885,PDV
r_1,2010,Plovdiv,Rural,155,PDV
r_1,2011,Plovdiv,Total,1071,PDV
r_1,2011,Plovdiv,City/Urban,909,PDV
r_1,2011,Plovdiv,Rural,162,PDV
r_1,2012,Plovdiv,Total,950,PDV
r_1,2012,Plovdiv,City/Urban,779,PDV
r_1,2012,Plovdiv,Rural,171,PDV
r_1,2013,Plovdiv,Total,1044,PDV
r_1,2013,Plovdiv,City/Urban,868,PDV
r_1,2013,Plovdiv,Rural,176,PDV
r_1,2014,Plovdiv,Total,993,PDV
r_1,2014,Plovdiv,City/Urban,817,PDV
r_1,2014,Plovdiv,Rural,176,PDV
r_1,2000,Asenovgrad,Total,61,PDV01
r_1,2000,Asenovgrad,City/Urban,57,PDV01
r_1,2000,Asenovgrad,Rural,4,PDV01
r_1,2001,Asenovgrad,Total,67,PDV01
r_1,2001,Asenovgrad,City/Urban,57,PDV01
r_1,2001,Asenovgrad,Rural,10,PDV01
r_1,2002,Asenovgrad,Total,82,PDV01
r_1,2002,Asenovgrad,City/Urban,78,PDV01
r_1,2002,Asenovgrad,Rural,4,PDV01
r_1,2003,Asenovgrad,Total,114,PDV01
r_1,2003,Asenovgrad,City/Urban,100,PDV01
r_1,2003,Asenovgrad,Rural,14,PDV01
r_1,2004,Asenovgrad,Total,93,PDV01
r_1,2004,Asenovgrad,City/Urban,75,PDV01
r_1,2004,Asenovgrad,Rural,18,PDV01
r_1,2005,Asenovgrad,Total,110,PDV01
r_1,2005,Asenovgrad,City/Urban,99,PDV01
r_1,2005,Asenovgrad,Rural,11,PDV01
r_1,2006,Asenovgrad,Total,113,PDV01
r_1,2006,Asenovgrad,City/Urban,99,PDV01
r_1,2006,Asenovgrad,Rural,14,PDV01
r_1,2007,Asenovgrad,Total,114,PDV01
r_1,2007,Asenovgrad,City/Urban,101,PDV01
r_1,2007,Asenovgrad,Rural,13,PDV01
r_1,2008,Asenovgrad,Total,104,PDV01
r_1,2008,Asenovgrad,City/Urban,95,PDV01
r_1,2008,Asenovgrad,Rural,9,PDV01
r_1,2009,Asenovgrad,Total,88,PDV01
r_1,2009,Asenovgrad,City/Urban,77,PDV01
r_1,2009,Asenovgrad,Rural,11,PDV01
r_1,2010,Asenovgrad,Total,80,PDV01
r_1,2010,Asenovgrad,City/Urban,76,PDV01
r_1,2010,Asenovgrad,Rural,4,PDV01
r_1,2011,Asenovgrad,Total,95,PDV01
r_1,2011,Asenovgrad,City/Urban,87,PDV01
r_1,2011,Asenovgrad,Rural,8,PDV01
r_1,2012,Asenovgrad,Total,92,PDV01
r_1,2012,Asenovgrad,City/Urban,81,PDV01
r_1,2012,Asenovgrad,Rural,11,PDV01
r_1,2013,Asenovgrad,Total,80,PDV01
r_1,2013,Asenovgrad,City/Urban,68,PDV01
r_1,2013,Asenovgrad,Rural,12,PDV01
r_1,2014,Asenovgrad,Total,89,PDV01
r_1,2014,Asenovgrad,City/Urban,71,PDV01
r_1,2014,Asenovgrad,Rural,18,PDV01
r_1,2000,Brezovo,Total,4,PDV07
r_1,2000,Brezovo,City/Urban,-,PDV07
r_1,2000,Brezovo,Rural,4,PDV07
r_1,2001,Brezovo,Total,5,PDV07
r_1,2001,Brezovo,City/Urban,3,PDV07
r_1,2001,Brezovo,Rural,2,PDV07
r_1,2002,Brezovo,Total,7,PDV07
r_1,2002,Brezovo,City/Urban,-,PDV07
r_1,2002,Brezovo,Rural,7,PDV07
r_1,2003,Brezovo,Total,4,PDV07
r_1,2003,Brezovo,City/Urban,-,PDV07
r_1,2003,Brezovo,Rural,4,PDV07
r_1,2004,Brezovo,Total,9,PDV07
r_1,2004,Brezovo,City/Urban,2,PDV07
r_1,2004,Brezovo,Rural,7,PDV07
r_1,2005,Brezovo,Total,9,PDV07
r_1,2005,Brezovo,City/Urban,2,PDV07
r_1,2005,Brezovo,Rural,7,PDV07
r_1,2006,Brezovo,Total,7,PDV07
r_1,2006,Brezovo,City/Urban,1,PDV07
r_1,2006,Brezovo,Rural,6,PDV07
r_1,2007,Brezovo,Total,8,PDV07
r_1,2007,Brezovo,City/Urban,1,PDV07
r_1,2007,Brezovo,Rural,7,PDV07
r_1,2008,Brezovo,Total,11,PDV07
r_1,2008,Brezovo,City/Urban,2,PDV07
r_1,2008,Brezovo,Rural,9,PDV07
r_1,2009,Brezovo,Total,12,PDV07
r_1,2009,Brezovo,City/Urban,2,PDV07
r_1,2009,Brezovo,Rural,10,PDV07
r_1,2010,Brezovo,Total,4,PDV07
r_1,2010,Brezovo,City/Urban,2,PDV07
r_1,2010,Brezovo,Rural,2,PDV07
r_1,2011,Brezovo,Total,6,PDV07
r_1,2011,Brezovo,City/Urban,1,PDV07
r_1,2011,Brezovo,Rural,5,PDV07
r_1,2012,Brezovo,Total,7,PDV07
r_1,2012,Brezovo,City/Urban,-,PDV07
r_1,2012,Brezovo,Rural,7,PDV07
r_1,2013,Brezovo,Total,7,PDV07
r_1,2013,Brezovo,City/Urban,2,PDV07
r_1,2013,Brezovo,Rural,5,PDV07
r_1,2014,Brezovo,Total,5,PDV07
r_1,2014,Brezovo,City/Urban,3,PDV07
r_1,2014,Brezovo,Rural,2,PDV07
r_1,2000,Kaloyanovo,Total,6,PDV12
r_1,2000,Kaloyanovo,City/Urban,-,PDV12
r_1,2000,Kaloyanovo,Rural,6,PDV12
r_1,2001,Kaloyanovo,Total,4,PDV12
r_1,2001,Kaloyanovo,City/Urban,-,PDV12
r_1,2001,Kaloyanovo,Rural,4,PDV12
r_1,2002,Kaloyanovo,Total,9,PDV12
r_1,2002,Kaloyanovo,City/Urban,-,PDV12
r_1,2002,Kaloyanovo,Rural,9,PDV12
r_1,2003,Kaloyanovo,Total,5,PDV12
r_1,2003,Kaloyanovo,City/Urban,-,PDV12
r_1,2003,Kaloyanovo,Rural,5,PDV12
r_1,2004,Kaloyanovo,Total,7,PDV12
r_1,2004,Kaloyanovo,City/Urban,-,PDV12
r_1,2004,Kaloyanovo,Rural,7,PDV12
r_1,2005,Kaloyanovo,Total,16,PDV12
r_1,2005,Kaloyanovo,City/Urban,-,PDV12
r_1,2005,Kaloyanovo,Rural,16,PDV12
r_1,2006,Kaloyanovo,Total,14,PDV12
r_1,2006,Kaloyanovo,City/Urban,-,PDV12
r_1,2006,Kaloyanovo,Rural,14,PDV12
r_1,2007,Kaloyanovo,Total,17,PDV12
r_1,2007,Kaloyanovo,City/Urban,-,PDV12
r_1,2007,Kaloyanovo,Rural,17,PDV12
r_1,2008,Kaloyanovo,Total,14,PDV12
r_1,2008,Kaloyanovo,City/Urban,-,PDV12
r_1,2008,Kaloyanovo,Rural,14,PDV12
r_1,2009,Kaloyanovo,Total,9,PDV12
r_1,2009,Kaloyanovo,City/Urban,-,PDV12
r_1,2009,Kaloyanovo,Rural,9,PDV12
r_1,2010,Kaloyanovo,Total,7,PDV12
r_1,2010,Kaloyanovo,City/Urban,-,PDV12
r_1,2010,Kaloyanovo,Rural,7,PDV12
r_1,2011,Kaloyanovo,Total,10,PDV12
r_1,2011,Kaloyanovo,City/Urban,-,PDV12
r_1,2011,Kaloyanovo,Rural,10,PDV12
r_1,2012,Kaloyanovo,Total,14,PDV12
r_1,2012,Kaloyanovo,City/Urban,-,PDV12
r_1,2012,Kaloyanovo,Rural,14,PDV12
r_1,2013,Kaloyanovo,Total,10,PDV12
r_1,2013,Kaloyanovo,City/Urban,-,PDV12
r_1,2013,Kaloyanovo,Rural,10,PDV12
r_1,2014,Kaloyanovo,Total,12,PDV12
r_1,2014,Kaloyanovo,City/Urban,-,PDV12
r_1,2014,Kaloyanovo,Rural,12,PDV12
r_1,2000,Karlovo,Total,79,PDV13
r_1,2000,Karlovo,City/Urban,59,PDV13
r_1,2000,Karlovo,Rural,20,PDV13
r_1,2001,Karlovo,Total,60,PDV13
r_1,2001,Karlovo,City/Urban,44,PDV13
r_1,2001,Karlovo,Rural,16,PDV13
r_1,2002,Karlovo,Total,89,PDV13
r_1,2002,Karlovo,City/Urban,70,PDV13
r_1,2002,Karlovo,Rural,19,PDV13
r_1,2003,Karlovo,Total,45,PDV13
r_1,2003,Karlovo,City/Urban,38,PDV13
r_1,2003,Karlovo,Rural,7,PDV13
r_1,2004,Karlovo,Total,81,PDV13
r_1,2004,Karlovo,City/Urban,61,PDV13
r_1,2004,Karlovo,Rural,20,PDV13
r_1,2005,Karlovo,Total,91,PDV13
r_1,2005,Karlovo,City/Urban,59,PDV13
r_1,2005,Karlovo,Rural,32,PDV13
r_1,2006,Karlovo,Total,113,PDV13
r_1,2006,Karlovo,City/Urban,74,PDV13
r_1,2006,Karlovo,Rural,39,PDV13
r_1,2007,Karlovo,Total,62,PDV13
r_1,2007,Karlovo,City/Urban,45,PDV13
r_1,2007,Karlovo,Rural,17,PDV13
r_1,2008,Karlovo,Total,102,PDV13
r_1,2008,Karlovo,City/Urban,74,PDV13
r_1,2008,Karlovo,Rural,28,PDV13
r_1,2009,Karlovo,Total,76,PDV13
r_1,2009,Karlovo,City/Urban,49,PDV13
r_1,2009,Karlovo,Rural,27,PDV13
r_1,2010,Karlovo,Total,47,PDV13
r_1,2010,Karlovo,City/Urban,35,PDV13
r_1,2010,Karlovo,Rural,12,PDV13
r_1,2011,Karlovo,Total,62,PDV13
r_1,2011,Karlovo,City/Urban,46,PDV13
r_1,2011,Karlovo,Rural,16,PDV13
r_1,2012,Karlovo,Total,70,PDV13
r_1,2012,Karlovo,City/Urban,52,PDV13
r_1,2012,Karlovo,Rural,18,PDV13
r_1,2013,Karlovo,Total,69,PDV13
r_1,2013,Karlovo,City/Urban,53,PDV13
r_1,2013,Karlovo,Rural,16,PDV13
r_1,2014,Karlovo,Total,58,PDV13
r_1,2014,Karlovo,City/Urban,40,PDV13
r_1,2014,Karlovo,Rural,18,PDV13
r_1,2000,Krichim,Total,6,PDV39
r_1,2000,Krichim,City/Urban,6,PDV39
r_1,2000,Krichim,Rural,-,PDV39
r_1,2001,Krichim,Total,8,PDV39
r_1,2001,Krichim,City/Urban,8,PDV39
r_1,2001,Krichim,Rural,-,PDV39
r_1,2002,Krichim,Total,4,PDV39
r_1,2002,Krichim,City/Urban,4,PDV39
r_1,2002,Krichim,Rural,-,PDV39
r_1,2003,Krichim,Total,14,PDV39
r_1,2003,Krichim,City/Urban,14,PDV39
r_1,2003,Krichim,Rural,-,PDV39
r_1,2004,Krichim,Total,9,PDV39
r_1,2004,Krichim,City/Urban,9,PDV39
r_1,2004,Krichim,Rural,-,PDV39
r_1,2005,Krichim,Total,13,PDV39
r_1,2005,Krichim,City/Urban,13,PDV39
r_1,2005,Krichim,Rural,-,PDV39
r_1,2006,Krichim,Total,7,PDV39
r_1,2006,Krichim,City/Urban,7,PDV39
r_1,2006,Krichim,Rural,-,PDV39
r_1,2007,Krichim,Total,10,PDV39
r_1,2007,Krichim,City/Urban,10,PDV39
r_1,2007,Krichim,Rural,-,PDV39
r_1,2008,Krichim,Total,15,PDV39
r_1,2008,Krichim,City/Urban,15,PDV39
r_1,2008,Krichim,Rural,-,PDV39
r_1,2009,Krichim,Total,6,PDV39
r_1,2009,Krichim,City/Urban,6,PDV39
r_1,2009,Krichim,Rural,-,PDV39
r_1,2010,Krichim,Total,7,PDV39
r_1,2010,Krichim,City/Urban,7,PDV39
r_1,2010,Krichim,Rural,-,PDV39
r_1,2011,Krichim,Total,5,PDV39
r_1,2011,Krichim,City/Urban,5,PDV39
r_1,2011,Krichim,Rural,-,PDV39
r_1,2012,Krichim,Total,9,PDV39
r_1,2012,Krichim,City/Urban,9,PDV39
r_1,2012,Krichim,Rural,-,PDV39
r_1,2013,Krichim,Total,10,PDV39
r_1,2013,Krichim,City/Urban,10,PDV39
r_1,2013,Krichim,Rural,-,PDV39
r_1,2014,Krichim,Total,6,PDV39
r_1,2014,Krichim,City/Urban,6,PDV39
r_1,2014,Krichim,Rural,-,PDV39
r_1,2000,Kuklen,Total,x,PDV42
r_1,2000,Kuklen,City/Urban,x,PDV42
r_1,2000,Kuklen,Rural,x,PDV42
r_1,2001,Kuklen,Total,5,PDV42
r_1,2001,Kuklen,City/Urban,-,PDV42
r_1,2001,Kuklen,Rural,5,PDV42
r_1,2002,Kuklen,Total,5,PDV42
r_1,2002,Kuklen,City/Urban,-,PDV42
r_1,2002,Kuklen,Rural,5,PDV42
r_1,2003,Kuklen,Total,4,PDV42
r_1,2003,Kuklen,City/Urban,-,PDV42
r_1,2003,Kuklen,Rural,4,PDV42
r_1,2004,Kuklen,Total,3,PDV42
r_1,2004,Kuklen,City/Urban,-,PDV42
r_1,2004,Kuklen,Rural,3,PDV42
r_1,2005,Kuklen,Total,7,PDV42
r_1,2005,Kuklen,City/Urban,-,PDV42
r_1,2005,Kuklen,Rural,7,PDV42
r_1,2006,Kuklen,Total,7,PDV42
r_1,2006,Kuklen,City/Urban,7,PDV42
r_1,2006,Kuklen,Rural,-,PDV42
r_1,2007,Kuklen,Total,10,PDV42
r_1,2007,Kuklen,City/Urban,8,PDV42
r_1,2007,Kuklen,Rural,2,PDV42
r_1,2008,Kuklen,Total,2,PDV42
r_1,2008,Kuklen,City/Urban,1,PDV42
r_1,2008,Kuklen,Rural,1,PDV42
r_1,2009,Kuklen,Total,6,PDV42
r_1,2009,Kuklen,City/Urban,6,PDV42
r_1,2009,Kuklen,Rural,-,PDV42
r_1,2010,Kuklen,Total,5,PDV42
r_1,2010,Kuklen,City/Urban,4,PDV42
r_1,2010,Kuklen,Rural,1,PDV42
r_1,2011,Kuklen,Total,8,PDV42
r_1,2011,Kuklen,City/Urban,6,PDV42
r_1,2011,Kuklen,Rural,2,PDV42
r_1,2012,Kuklen,Total,5,PDV42
r_1,2012,Kuklen,City/Urban,5,PDV42
r_1,2012,Kuklen,Rural,-,PDV42
r_1,2013,Kuklen,Total,7,PDV42
r_1,2013,Kuklen,City/Urban,7,PDV42
r_1,2013,Kuklen,Rural,-,PDV42
r_1,2014,Kuklen,Total,7,PDV42
r_1,2014,Kuklen,City/Urban,5,PDV42
r_1,2014,Kuklen,Rural,2,PDV42
r_1,2000,Laki,Total,4,PDV15
r_1,2000,Laki,City/Urban,4,PDV15
r_1,2000,Laki,Rural,-,PDV15
r_1,2001,Laki,Total,4,PDV15
r_1,2001,Laki,City/Urban,4,PDV15
r_1,2001,Laki,Rural,-,PDV15
r_1,2002,Laki,Total,2,PDV15
r_1,2002,Laki,City/Urban,2,PDV15
r_1,2002,Laki,Rural,-,PDV15
r_1,2003,Laki,Total,4,PDV15
r_1,2003,Laki,City/Urban,4,PDV15
r_1,2003,Laki,Rural,-,PDV15
r_1,2004,Laki,Total,3,PDV15
r_1,2004,Laki,City/Urban,3,PDV15
r_1,2004,Laki,Rural,-,PDV15
r_1,2005,Laki,Total,3,PDV15
r_1,2005,Laki,City/Urban,2,PDV15
r_1,2005,Laki,Rural,1,PDV15
r_1,2006,Laki,Total,1,PDV15
r_1,2006,Laki,City/Urban,1,PDV15
r_1,2006,Laki,Rural,-,PDV15
r_1,2007,Laki,Total,4,PDV15
r_1,2007,Laki,City/Urban,4,PDV15
r_1,2007,Laki,Rural,-,PDV15
r_1,2008,Laki,Total,4,PDV15
r_1,2008,Laki,City/Urban,3,PDV15
r_1,2008,Laki,Rural,1,PDV15
r_1,2009,Laki,Total,2,PDV15
r_1,2009,Laki,City/Urban,2,PDV15
r_1,2009,Laki,Rural,-,PDV15
r_1,2010,Laki,Total,-,PDV15
r_1,2010,Laki,City/Urban,-,PDV15
r_1,2010,Laki,Rural,-,PDV15
r_1,2011,Laki,Total,2,PDV15
r_1,2011,Laki,City/Urban,1,PDV15
r_1,2011,Laki,Rural,1,PDV15
r_1,2012,Laki,Total,1,PDV15
r_1,2012,Laki,City/Urban,-,PDV15
r_1,2012,Laki,Rural,1,PDV15
r_1,2013,Laki,Total,2,PDV15
r_1,2013,Laki,City/Urban,1,PDV15
r_1,2013,Laki,Rural,1,PDV15
r_1,2014,Laki,Total,1,PDV15
r_1,2014,Laki,City/Urban,1,PDV15
r_1,2014,Laki,Rural,-,PDV15
r_1,2000,Maritsa,Total,23,PDV17
r_1,2000,Maritsa,City/Urban,-,PDV17
r_1,2000,Maritsa,Rural,23,PDV17
r_1,2001,Maritsa,Total,20,PDV17
r_1,2001,Maritsa,City/Urban,-,PDV17
r_1,2001,Maritsa,Rural,20,PDV17
r_1,2002,Maritsa,Total,24,PDV17
r_1,2002,Maritsa,City/Urban,-,PDV17
r_1,2002,Maritsa,Rural,24,PDV17
r_1,2003,Maritsa,Total,24,PDV17
r_1,2003,Maritsa,City/Urban,-,PDV17
r_1,2003,Maritsa,Rural,24,PDV17
r_1,2004,Maritsa,Total,29,PDV17
r_1,2004,Maritsa,City/Urban,-,PDV17
r_1,2004,Maritsa,Rural,29,PDV17
r_1,2005,Maritsa,Total,57,PDV17
r_1,2005,Maritsa,City/Urban,-,PDV17
r_1,2005,Maritsa,Rural,57,PDV17
r_1,2006,Maritsa,Total,51,PDV17
r_1,2006,Maritsa,City/Urban,-,PDV17
r_1,2006,Maritsa,Rural,51,PDV17
r_1,2007,Maritsa,Total,45,PDV17
r_1,2007,Maritsa,City/Urban,-,PDV17
r_1,2007,Maritsa,Rural,45,PDV17
r_1,2008,Maritsa,Total,43,PDV17
r_1,2008,Maritsa,City/Urban,-,PDV17
r_1,2008,Maritsa,Rural,43,PDV17
r_1,2009,Maritsa,Total,40,PDV17
r_1,2009,Maritsa,City/Urban,-,PDV17
r_1,2009,Maritsa,Rural,40,PDV17
r_1,2010,Maritsa,Total,44,PDV17
r_1,2010,Maritsa,City/Urban,-,PDV17
r_1,2010,Maritsa,Rural,44,PDV17
r_1,2011,Maritsa,Total,37,PDV17
r_1,2011,Maritsa,City/Urban,-,PDV17
r_1,2011,Maritsa,Rural,37,PDV17
r_1,2012,Maritsa,Total,22,PDV17
r_1,2012,Maritsa,City/Urban,-,PDV17
r_1,2012,Maritsa,Rural,22,PDV17
r_1,2013,Maritsa,Total,35,PDV17
r_1,2013,Maritsa,City/Urban,-,PDV17
r_1,2013,Maritsa,Rural,35,PDV17
r_1,2014,Maritsa,Total,34,PDV17
r_1,2014,Maritsa,City/Urban,-,PDV17
r_1,2014,Maritsa,Rural,34,PDV17
r_1,2000,Perushtitsa,Total,6,PDV40
r_1,2000,Perushtitsa,City/Urban,6,PDV40
r_1,2000,Perushtitsa,Rural,-,PDV40
r_1,2001,Perushtitsa,Total,3,PDV40
r_1,2001,Perushtitsa,City/Urban,3,PDV40
r_1,2001,Perushtitsa,Rural,-,PDV40
r_1,2002,Perushtitsa,Total,8,PDV40
r_1,2002,Perushtitsa,City/Urban,8,PDV40
r_1,2002,Perushtitsa,Rural,-,PDV40
r_1,2003,Perushtitsa,Total,2,PDV40
r_1,2003,Perushtitsa,City/Urban,2,PDV40
r_1,2003,Perushtitsa,Rural,-,PDV40
r_1,2004,Perushtitsa,Total,8,PDV40
r_1,2004,Perushtitsa,City/Urban,8,PDV40
r_1,2004,Perushtitsa,Rural,-,PDV40
r_1,2005,Perushtitsa,Total,11,PDV40
r_1,2005,Perushtitsa,City/Urban,11,PDV40
r_1,2005,Perushtitsa,Rural,-,PDV40
r_1,2006,Perushtitsa,Total,3,PDV40
r_1,2006,Perushtitsa,City/Urban,3,PDV40
r_1,2006,Perushtitsa,Rural,-,PDV40
r_1,2007,Perushtitsa,Total,7,PDV40
r_1,2007,Perushtitsa,City/Urban,7,PDV40
r_1,2007,Perushtitsa,Rural,-,PDV40
r_1,2008,Perushtitsa,Total,6,PDV40
r_1,2008,Perushtitsa,City/Urban,6,PDV40
r_1,2008,Perushtitsa,Rural,-,PDV40
r_1,2009,Perushtitsa,Total,7,PDV40
r_1,2009,Perushtitsa,City/Urban,7,PDV40
r_1,2009,Perushtitsa,Rural,-,PDV40
r_1,2010,Perushtitsa,Total,5,PDV40
r_1,2010,Perushtitsa,City/Urban,5,PDV40
r_1,2010,Perushtitsa,Rural,-,PDV40
r_1,2011,Perushtitsa,Total,8,PDV40
r_1,2011,Perushtitsa,City/Urban,8,PDV40
r_1,2011,Perushtitsa,Rural,-,PDV40
r_1,2012,Perushtitsa,Total,3,PDV40
r_1,2012,Perushtitsa,City/Urban,3,PDV40
r_1,2012,Perushtitsa,Rural,-,PDV40
r_1,2013,Perushtitsa,Total,9,PDV40
r_1,2013,Perushtitsa,City/Urban,9,PDV40
r_1,2013,Perushtitsa,Rural,-,PDV40
r_1,2014,Perushtitsa,Total,4,PDV40
r_1,2014,Perushtitsa,City/Urban,4,PDV40
r_1,2014,Perushtitsa,Rural,-,PDV40
r_1,2000,Plovdiv,Total,576,PDV22
r_1,2000,Plovdiv,City/Urban,576,PDV22
r_1,2000,Plovdiv,Rural,-,PDV22
r_1,2001,Plovdiv,Total,536,PDV22
r_1,2001,Plovdiv,City/Urban,536,PDV22
r_1,2001,Plovdiv,Rural,-,PDV22
r_1,2002,Plovdiv,Total,610,PDV22
r_1,2002,Plovdiv,City/Urban,610,PDV22
r_1,2002,Plovdiv,Rural,-,PDV22
r_1,2003,Plovdiv,Total,659,PDV22
r_1,2003,Plovdiv,City/Urban,659,PDV22
r_1,2003,Plovdiv,Rural,-,PDV22
r_1,2004,Plovdiv,Total,689,PDV22
r_1,2004,Plovdiv,City/Urban,689,PDV22
r_1,2004,Plovdiv,Rural,-,PDV22
r_1,2005,Plovdiv,Total,983,PDV22
r_1,2005,Plovdiv,City/Urban,983,PDV22
r_1,2005,Plovdiv,Rural,-,PDV22
r_1,2006,Plovdiv,Total,935,PDV22
r_1,2006,Plovdiv,City/Urban,935,PDV22
r_1,2006,Plovdiv,Rural,-,PDV22
r_1,2007,Plovdiv,Total,817,PDV22
r_1,2007,Plovdiv,City/Urban,817,PDV22
r_1,2007,Plovdiv,Rural,-,PDV22
r_1,2008,Plovdiv,Total,782,PDV22
